p1	p2	turn	cost	sampled	components	large_size	small_size	core	pair	charge	separator
4226501189472	2117545627568	1	318	false	2	16	11	[1, 4, 8, 12, 16, 22, 257, 260, 264, 268, 274, 517, 520, 524, 528, 534]	[1, 4, 10, 18, 261, 264, 270, 272, 513, 516, 522]	oversized	3
13022862647136	2117545627568	0	319	false	2	18	11	[1, 4, 8, 12, 16, 22, 261, 264, 268, 272, 278, 282, 513, 516, 520, 524, 530, 538]	[1, 4, 261, 513, 516, 521, 768, 774, 776, 1026, 1034]	oversized	3
4226501058400	1907069816560	0	120	false	2	13	11	[2, 4, 8, 12, 18, 258, 260, 264, 270, 518, 520, 524, 530]	[1, 4, 8, 13, 256, 260, 265, 513, 516, 520, 525]	oversized	3
4226501189472	1911365177072	1	230	false	2	14	13	[2, 4, 8, 14, 22, 262, 264, 268, 274, 276, 514, 516, 520, 526]	[1, 4, 8, 12, 17, 257, 260, 264, 269, 517, 520, 524, 529]	oversized	3
13022862647136	1911365177072	0	231	false	2	15	14	[2, 4, 8, 12, 18, 262, 264, 268, 274, 278, 514, 516, 520, 526, 534]	[1, 4, 8, 13, 21, 261, 264, 268, 273, 276, 513, 516, 520, 525]	oversized	3
927899064160	1700869440496	0	151	false	2	19	2	[1, 4, 8, 13, 16, 20, 26, 256, 260, 265, 273, 276, 280, 513, 516, 522, 530, 532, 537]	[2, 6]	1	1
103080268128	34370225120	1	1	true	2	10	1	[0, 4, 10, 12, 18, 257, 262, 270, 512, 517]	[1]	-1	4
824650502912	28312000	0	1	true	2	10	1	[2, 4, 9, 13, 256, 261, 269, 273, 514, 518]	[2]	1	4
927731292000	51568447472	0	215	false	2	18	1	[1, 4, 8, 12, 17, 20, 24, 29, 264, 269, 277, 280, 284, 522, 526, 534, 536, 541]	[2]	1	1
2027242919776	1700869443568	1	243	false	2	20	1	[2, 4, 8, 12, 18, 20, 24, 30, 262, 264, 270, 278, 280, 284, 516, 520, 525, 533, 536, 542]	[1]	-1	1
378176806752	601424924656	1	107	false	2	21	1	[1, 4, 8, 12, 16, 22, 24, 28, 34, 257, 260, 266, 268, 274, 282, 284, 288, 526, 537, 540, 546]	[1]	-1	1
4226264596736	1683687998400	1	2	true	2	12	2	[1, 4, 8, 13, 262, 264, 270, 278, 522, 524, 530, 534]	[0, 5]	-1/2	4
4226366441312	1688050208736	1	102	false	2	19	2	[0, 4, 10, 12, 16, 20, 26, 257, 262, 270, 272, 276, 280, 512, 517, 525, 528, 532, 537]	[0, 6]	1/2	1
4226500665184	1688050208736	0	104	false	2	21	2	[0, 4, 9, 12, 16, 20, 24, 30, 258, 261, 269, 272, 276, 280, 286, 512, 518, 526, 528, 532, 538]	[0, 5]	-1/2	1
4226299727456	1700928162928	0	1	true	2	10	9	[0, 4, 10, 257, 260, 264, 514, 516, 520, 526]	[0, 4, 9, 257, 260, 264, 514, 516, 521]	-1	4
4226467631200	1705223522416	1	124	false	2	12	10	[0, 4, 10, 258, 260, 264, 270, 272, 513, 516, 522, 530]	[1, 4, 8, 13, 260, 266, 268, 273, 526, 529]	-3/2	4
4226501189216	1705223523440	0	180	false	2	12	12	[0, 4, 9, 257, 260, 264, 269, 272, 514, 516, 521, 529]	[2, 4, 8, 14, 258, 260, 264, 268, 518, 520, 524, 530]	oversized	4
274879480672	51543278064	0	1	true	2	11	1	[1, 4, 8, 13, 16, 22, 256, 260, 265, 513, 517]	[2]	1	4
9749896102768	2181905778656	0	188	false	2	21	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 260, 265, 273, 276, 280, 513, 516, 520, 525, 528, 532, 538]	[2, 6]	1	2
9749896102776	2181906040824	1	189	false	2	23	2	[0, 4, 8, 12, 18, 20, 24, 30, 258, 260, 264, 270, 278, 280, 284, 513, 516, 520, 524, 530, 532, 536, 542]	[1, 5]	-1	2
9749879193604	2181903680768	0	32	true	2	18	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 261, 265, 276, 281, 286, 290, 513, 521, 546]	[2, 6]	1	1
9749879193668	2181905778144	1	101	false	2	22	2	[1, 5, 261, 265, 518, 520, 770, 772, 776, 1024, 1030, 1032, 1282, 1290, 1538, 1542, 1544, 1798, 1800, 2050, 2052, 2058]	[1, 5]	-1	2
9724074394432	481061504960	0	10	true	2	12	2	[1, 4, 8, 13, 16, 261, 265, 518, 520, 525, 528, 534]	[2, 6]	1	4
9749895971652	2181905778656	0	185	false	2	23	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 260, 265, 273, 276, 281, 286, 290, 513, 516, 520, 525, 528, 533, 546]	[2, 6]	1	2
9749895971652	2181906040808	1	291	false	2	24	2	[1, 5, 258, 260, 265, 518, 520, 770, 772, 776, 1024, 1030, 1032, 1282, 1290, 1536, 1542, 1544, 1792, 1796, 1800, 2050, 2052, 2058]	[1, 5]	-1	2
9689715835772	2164691830768	1	116	false	2	20	2	[1, 5, 8, 12, 16, 22, 24, 28, 34, 257, 268, 274, 282, 286, 526, 528, 534, 536, 540, 546]	[1, 5]	-1	2
9689766167420	2164725385200	0	176	false	2	21	2	[1, 4, 8, 13, 16, 20, 24, 30, 34, 256, 260, 265, 273, 276, 290, 513, 516, 520, 525, 528, 533]	[2, 6]	1	2
9689715703920	2164690780384	1	8	true	2	14	2	[1, 4, 8, 14, 261, 266, 274, 278, 518, 520, 526, 528, 532, 538]	[1, 5]	-1	2
9689749651580	2164715947112	0	14	true	2	18	2	[1, 4, 8, 13, 16, 21, 256, 261, 273, 278, 286, 290, 513, 528, 532, 538, 540, 546]	[2, 6]	1	1
9689749651580	2164724336104	1	123	false	2	21	2	[1, 4, 9, 12, 16, 22, 26, 34, 257, 261, 269, 274, 282, 286, 288, 526, 528, 534, 536, 540, 546]	[1, 5]	-1	1
9689766429564	2164724336616	0	284	false	2	22	2	[1, 4, 8, 13, 16, 20, 26, 28, 34, 256, 260, 265, 273, 278, 286, 290, 513, 516, 520, 525, 528, 533]	[2, 6]	1	1
9621013005168	996444472288	1	2	true	2	15	2	[0, 4, 10, 12, 16, 21, 257, 262, 270, 272, 278, 512, 516, 522, 530]	[1, 5]	-1	2
9689732875132	1065164211192	0	103	false	2	20	2	[0, 4, 9, 12, 16, 20, 24, 30, 258, 261, 269, 272, 277, 280, 286, 512, 516, 521, 524, 529]	[2, 6]	1	2
9689766429564	2164726171640	1	612	false	2	23	2	[1, 4, 8, 12, 16, 22, 24, 28, 34, 257, 260, 266, 268, 274, 282, 284, 288, 526, 528, 534, 536, 540, 546]	[1, 5]	-1	2
9749894791168	515423340224	0	7	true	2	16	2	[1, 5, 13, 17, 258, 260, 265, 273, 286, 518, 520, 525, 528, 532, 538, 542]	[2, 6]	1	2
9749895447300	2181905778624	0	156	false	2	22	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 260, 265, 273, 277, 280, 286, 290, 513, 516, 520, 525, 529, 546]	[2, 6]	1	2
9749895447308	2181906040792	1	157	false	2	24	2	[1, 4, 10, 18, 22, 24, 28, 34, 257, 260, 264, 270, 274, 282, 284, 288, 517, 520, 524, 528, 534, 536, 540, 546]	[1, 5]	-1	2
9629620502624	2061646431680	1	2	true	2	17	2	[1, 4, 261, 516, 521, 774, 776, 1026, 1034, 1280, 1286, 1290, 1536, 1542, 1794, 1796, 1802]	[1, 5]	-1	2
9749879717996	2181905515968	0	161	false	2	23	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 261, 265, 273, 276, 282, 284, 290, 513, 521, 525, 528, 534, 542, 546]	[2, 6]	1	2
9749879718012	2181906040312	1	166	false	2	24	2	[1, 4, 8, 12, 16, 22, 26, 34, 257, 260, 264, 268, 274, 282, 286, 288, 517, 520, 524, 528, 534, 536, 540, 546]	[1, 5]	-1	2
9749846164348	532605044728	0	1	true	2	23	2	[1, 4, 8, 13, 16, 20, 24, 28, 34, 261, 265, 273, 276, 280, 284, 290, 518, 520, 525, 528, 532, 536, 542]	[2, 6]	1	2
9706894525184	2181868552448	1	1	true	2	11	2	[0, 6, 8, 14, 16, 20, 26, 274, 278, 528, 533]	[1, 5]	-1	4
9749844722432	2181870125312	0	10	true	2	14	2	[1, 4, 8, 13, 16, 20, 24, 30, 261, 265, 277, 280, 518, 520]	[2, 6]	1	1
9715484459776	2181868552448	1	8	true	2	12	2	[1, 4, 10, 12, 18, 20, 24, 30, 278, 282, 532, 537]	[1, 5]	-1	1
9749845771064	2181870389016	1	316	false	2	19	2	[0, 4, 9, 20, 24, 30, 258, 260, 264, 278, 282, 513, 516, 520, 524, 530, 532, 536, 542]	[1, 5]	-1	1
9749846164284	2181870389016	0	482	false	2	21	2	[1, 4, 8, 13, 16, 20, 24, 30, 261, 265, 276, 280, 284, 290, 513, 516, 520, 534, 536, 540, 546]	[2, 6]	1	1
9672535835488	1941351432640	0	8	true	2	13	2	[0, 6, 16, 20, 25, 260, 273, 277, 518, 520, 525, 528, 534]	[2, 6]	1	1
8856491524976	1666472478656	0	1	true	2	15	2	[1, 4, 8, 13, 16, 22, 26, 261, 265, 282, 513, 517, 534, 536, 542]	[2, 6]	1	1
9655355966272	292084777448	1	1	true	2	15	2	[1, 4, 10, 12, 18, 26, 258, 262, 272, 278, 282, 513, 516, 529, 534]	[1, 5]	-1	1
9681126294392	1941352219128	0	160	false	2	18	2	[0, 4, 8, 12, 17, 20, 26, 257, 260, 264, 277, 281, 514, 516, 522, 532, 536, 541]	[2, 6]	1	1
9620996227936	274904123328	0	6	true	2	11	2	[1, 4, 8, 13, 16, 22, 261, 265, 276, 518, 520]	[2, 6]	1	4
9681125770048	292084516832	0	10	true	2	15	2	[1, 4, 8, 13, 16, 21, 261, 265, 276, 281, 518, 520, 534, 536, 542]	[2, 6]	1	1
9681126294392	292084779000	0	115	false	2	18	2	[0, 4, 8, 12, 17, 20, 24, 29, 257, 260, 264, 277, 281, 514, 516, 522, 532, 538]	[2, 6]	1	1
9681126294392	1941352220664	1	371	false	2	19	2	[0, 4, 8, 12, 18, 20, 24, 30, 258, 260, 264, 278, 282, 513, 516, 521, 532, 536, 542]	[1, 5]	-1	1
8796362113916	17181704696	0	1	true	2	13	2	[2, 4, 8, 12, 16, 21, 24, 30, 258, 261, 264, 269, 521]	[2, 6]	1	2
9655356490592	274904123376	0	16	true	2	14	2	[1, 4, 8, 13, 16, 20, 25, 258, 260, 273, 277, 518, 528, 534]	[2, 6]	1	1
9655356621692	1924171827192	0	133	false	2	19	2	[1, 4, 8, 13, 16, 20, 24, 28, 34, 261, 265, 276, 282, 285, 290, 513, 516, 520, 534]	[2, 6]	1	1
9655356621692	1941352220664	1	248	false	2	20	2	[1, 4, 8, 12, 16, 22, 24, 28, 34, 257, 262, 264, 268, 282, 286, 522, 525, 536, 540, 546]	[1, 5]	-1	1
8796361851772	1649292870104	0	9	true	2	14	2	[1, 5, 261, 265, 284, 290, 518, 520, 525, 528, 534, 536, 540, 546]	[2, 6]	1	1
9629586031484	1941352220664	1	135	false	2	20	2	[1, 4, 8, 12, 16, 22, 24, 28, 34, 257, 260, 264, 270, 282, 286, 517, 522, 536, 540, 546]	[1, 5]	-1	1
9681126687612	1941352220664	0	982	false	2	21	2	[1, 4, 8, 13, 16, 20, 24, 28, 34, 261, 265, 276, 280, 284, 290, 513, 516, 520, 534, 536, 542]	[2, 6]	1	1
9749846164348	2181872486392	1	1484	false	2	24	2	[1, 4, 8, 12, 16, 22, 24, 28, 34, 257, 260, 264, 268, 274, 282, 286, 517, 520, 524, 528, 534, 536, 540, 546]	[1, 5]	-1	2
9749896495996	2181906040824	0	2905	false	2	25	2	[1, 4, 8, 13, 16, 20, 24, 28, 34, 256, 260, 265, 273, 276, 280, 284, 290, 513, 516, 520, 525, 528, 532, 536, 542]	[2, 6]	1	2
9749862810480	1082344080376	0	144	false	2	20	2	[0, 4, 9, 12, 16, 20, 25, 258, 261, 269, 272, 276, 280, 512, 516, 521, 524, 528, 532, 538]	[2, 6]	1	2
9749997028208	5480524809208	1	146	false	2	20	4	[0, 4, 10, 12, 16, 20, 25, 257, 262, 270, 272, 276, 280, 512, 516, 522, 524, 528, 532, 538]	[0, 5, 258, 261]	-1/2	2
9749996766072	5480524809208	1	100	false	2	20	4	[0, 4, 8, 12, 18, 20, 24, 258, 260, 264, 270, 278, 281, 513, 516, 520, 524, 530, 532, 536]	[0, 5, 258, 261]	-1/2	2
9749997159292	5480524809208	0	248	false	2	22	4	[0, 4, 9, 12, 16, 20, 24, 30, 258, 261, 269, 272, 276, 280, 286, 512, 516, 521, 524, 528, 532, 538]	[0, 5, 258, 262]	1/2	2
9689900254000	515422816024	0	1	true	2	16	3	[1, 4, 8, 22, 24, 29, 258, 260, 265, 276, 281, 518, 520, 525, 528, 533]	[2, 6, 258]	2	1
9750029533184	2181870126592	0	1	true	2	16	3	[1, 4, 8, 13, 16, 20, 24, 30, 258, 260, 265, 277, 280, 286, 513, 517]	[2, 6, 258]	2	1
403862716448	2181953488384	1	1	true	2	16	1	[1, 4, 8, 12, 18, 20, 26, 30, 261, 264, 278, 286, 290, 521, 538, 542]	[1]	-1	1
9750030582576	2181971052312	0	252	false	2	21	3	[1, 4, 10, 20, 24, 29, 256, 260, 264, 277, 280, 284, 289, 514, 516, 520, 524, 529, 532, 536, 541]	[2, 6, 258]	2	1
9724210185016	2181870389016	1	138	false	2	18	3	[0, 4, 9, 20, 24, 30, 258, 260, 264, 278, 282, 518, 520, 524, 530, 532, 536, 542]	[1, 5, 257]	-2	1
9724260516664	2181870389016	0	268	false	2	19	3	[0, 4, 10, 20, 24, 29, 257, 260, 264, 277, 280, 286, 517, 520, 524, 529, 532, 536, 541]	[2, 6, 258]	2	1
9724259992064	2181962400768	0	10	true	2	14	3	[1, 4, 8, 13, 16, 20, 25, 257, 260, 276, 280, 285, 534, 537]	[2, 6, 258]	2	1
9724260516664	2181971052312	1	360	false	2	20	3	[0, 4, 9, 20, 24, 30, 258, 260, 264, 278, 280, 284, 290, 518, 520, 524, 530, 532, 536, 542]	[1, 5, 257]	-2	1
9724259991552	2181954011136	1	26	true	2	13	3	[2, 4, 8, 14, 16, 20, 26, 258, 260, 274, 277, 280, 286]	[1, 5, 257]	-2	1
9750029795328	2181970789888	1	112	false	2	16	3	[1, 4, 8, 12, 18, 20, 24, 30, 262, 264, 278, 280, 284, 290, 538, 542]	[1, 5, 257]	-2	1
9750029796096	2181970790144	0	163	true	2	17	3	[2, 4, 8, 12, 17, 20, 24, 29, 261, 264, 277, 280, 284, 289, 532, 536, 541]	[2, 6, 258]	2	1
9750029796096	2181971052296	1	164	false	2	19	3	[1, 4, 8, 12, 18, 20, 24, 30, 258, 262, 264, 278, 280, 284, 290, 514, 532, 536, 542]	[1, 5, 257]	-2	1
9200222601216	2164772570624	1	2	true	2	13	3	[1, 5, 8, 12, 18, 20, 26, 30, 278, 286, 290, 538, 542]	[1, 5, 257]	-2	1
9750030320440	2181971052312	0	633	false	2	21	3	[0, 4, 10, 20, 24, 29, 257, 260, 264, 277, 280, 284, 289, 514, 516, 520, 524, 529, 532, 536, 541]	[2, 6, 258]	2	1
9724126298928	2181903681280	0	106	false	2	17	2	[1, 4, 8, 13, 16, 20, 25, 256, 260, 265, 276, 280, 513, 516, 520, 534, 538]	[2, 6]	1	1
9380663132208	5514991240704	0	8	true	2	11	6	[1, 4, 10, 257, 260, 265, 517, 772, 777, 1030, 1034]	[1, 4, 10, 258, 260, 266]	1	1
9449382608944	5618070455808	1	133	false	2	11	7	[1, 4, 10, 258, 260, 266, 518, 770, 772, 1025, 1029]	[0, 4, 10, 260, 264, 517, 521]	-1/2	1
9475152412720	5618070455808	0	210	false	2	11	8	[1, 4, 10, 257, 260, 265, 517, 772, 777, 1030, 1034]	[0, 4, 8, 14, 260, 264, 518, 522]	3/2	1
9165728645376	2181852299520	1	6	true	2	11	2	[1, 4, 10, 12, 18, 20, 26, 30, 262, 278, 532]	[1, 5]	-1	1
9749896101944	2181887164440	0	146	false	2	17	2	[0, 4, 10, 257, 260, 264, 277, 282, 284, 514, 516, 520, 524, 529, 532, 536, 541]	[2, 6]	1	1
9749896101944	2181903943192	1	201	false	2	19	2	[0, 4, 9, 26, 30, 258, 260, 264, 278, 280, 284, 513, 516, 520, 524, 530, 532, 536, 542]	[1, 5]	-1	1
9749896102712	2181903943448	0	331	false	2	20	2	[0, 4, 10, 20, 24, 29, 257, 260, 264, 277, 280, 284, 514, 516, 520, 524, 529, 532, 536, 541]	[2, 6]	1	1
9724260646972	2181970265616	0	1	true	2	20	3	[2, 6, 8, 14, 29, 33, 258, 266, 268, 281, 284, 288, 293, 521, 524, 528, 533, 536, 540, 545]	[2, 6, 258]	2	1
9724076097596	2181852823568	0	1	true	2	15	2	[1, 4, 8, 13, 16, 20, 25, 265, 276, 282, 290, 534, 536, 542, 546]	[2, 6]	1	1
9724126430012	2181903943448	0	132	false	2	21	2	[1, 4, 8, 13, 16, 20, 25, 256, 260, 265, 276, 280, 285, 290, 513, 516, 520, 534, 536, 540, 546]	[2, 6]	1	1
9689900646916	2164782793736	0	4	true	2	17	3	[2, 5, 30, 33, 258, 260, 265, 268, 284, 288, 293, 525, 528, 533, 536, 540, 545]	[2, 6, 258]	2	1
9621179728128	6459874082816	0	1	true	2	12	1	[1, 4, 8, 13, 21, 26, 261, 266, 268, 273, 276, 282]	[2]	1	1
9732850189056	6528611387136	0	154	false	2	18	2	[2, 4, 9, 12, 16, 21, 29, 34, 256, 269, 272, 276, 281, 284, 290, 524, 528, 533]	[2, 6]	1	1
549940625920	5497809798144	1	1	true	2	9	1	[1, 4, 9, 258, 260, 266, 518, 770, 772]	[1]	-1	4
9689900646916	6562963260416	0	242	false	2	17	3	[2, 5, 13, 16, 20, 25, 28, 33, 258, 260, 265, 268, 272, 288, 293, 525, 530]	[2, 6, 258]	2	1
9689900647172	6562971649792	1	575	false	2	19	3	[1, 5, 258, 260, 518, 770, 772, 778, 1024, 1028, 1032, 1280, 1286, 1288, 1538, 1792, 2050, 2052, 2310]	[1, 5, 257]	-2	1
9689766035456	515422291456	1	7	true	2	11	2	[2, 4, 10, 12, 17, 256, 270, 272, 277, 530, 534]	[1, 5]	-1	2
9706911302144	1082332282880	0	1	true	2	9	2	[0, 4, 9, 12, 17, 20, 258, 277, 514]	[2, 6]	1	1
9749895971588	2181903943432	0	252	false	2	20	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 260, 265, 276, 281, 284, 290, 513, 516, 520, 541, 546]	[2, 6]	1	1
9750029926404	6580134215680	0	114	false	2	17	2	[2, 4, 8, 12, 17, 20, 24, 29, 37, 42, 264, 277, 282, 284, 289, 292, 298]	[2, 6]	1	1
9750029926404	6580150994432	1	160	false	2	19	2	[1, 4, 8, 12, 18, 20, 24, 30, 38, 41, 264, 278, 280, 284, 290, 292, 297, 538, 542]	[1, 5]	-1	1
824818401796	6047565612032	1	1	true	2	10	2	[1, 4, 10, 18, 260, 264, 270, 272, 517, 522]	[1, 5]	-1	4
9646932754432	6339623388160	1	1	true	2	11	2	[0, 4, 10, 18, 21, 262, 264, 270, 272, 277, 522]	[0, 5]	-1/2	1
9715669140228	6580149946112	1	121	false	2	19	2	[1, 4, 10, 12, 18, 20, 24, 30, 38, 41, 278, 280, 284, 290, 292, 297, 532, 536, 542]	[1, 5]	-1	1
9750029927172	6580150994688	0	428	false	2	20	2	[2, 4, 8, 12, 17, 20, 24, 29, 37, 42, 264, 277, 280, 284, 289, 292, 298, 532, 536, 541]	[2, 6]	1	1
9689900254004	6562971649792	1	102	false	2	21	1	[1, 5, 16, 20, 26, 258, 260, 274, 276, 280, 286, 288, 293, 518, 520, 526, 528, 532, 538, 546, 549]	[1]	-1	1
9741439861556	6580151518976	0	237	false	2	22	1	[0, 4, 8, 13, 16, 20, 25, 33, 38, 257, 260, 273, 276, 280, 285, 288, 294, 514, 518, 528, 532, 537]	[2]	1	1
9689900253732	6562962736128	0	103	false	2	17	1	[1, 4, 9, 12, 16, 21, 29, 34, 256, 272, 276, 281, 284, 290, 514, 530, 533]	[2]	1	1
9689900253988	6562971125504	1	113	false	2	19	1	[1, 4, 10, 264, 522, 768, 774, 776, 1024, 1028, 1032, 1282, 1284, 1290, 1542, 1796, 1802, 2053, 2057]	[1]	-1	1
9741439861540	6580150994688	0	148	false	2	20	1	[0, 4, 8, 13, 16, 20, 25, 33, 38, 260, 273, 276, 280, 285, 288, 294, 518, 528, 532, 537]	[2]	1	1
9741439861556	6580151519000	1	407	false	2	23	1	[1, 5, 258, 260, 518, 770, 772, 778, 1024, 1028, 1032, 1280, 1286, 1288, 1538, 1792, 2048, 2052, 2057, 2304, 2310, 2312, 2570]	[1]	-1	1
9689900516128	6562971387648	1	2	true	2	19	1	[1, 4, 10, 264, 522, 768, 774, 776, 1024, 1028, 1032, 1282, 1284, 1290, 1542, 1796, 1802, 2053, 2057]	[0]	*	1
9140093190204	6528593561104	1	3	true	2	14	5	[0, 6, 8, 14, 18, 26, 29, 266, 274, 278, 280, 285, 526, 530]	[1, 4, 9, 13, 269]	-2	1
9621179858972	6047548835344	0	2	true	2	12	4	[2, 4, 9, 17, 22, 262, 264, 269, 272, 278, 517, 521]	[0, 6, 10, 266]	3/2	1
9621179990064	6322452170264	1	2	true	2	13	4	[0, 4, 10, 18, 21, 258, 260, 264, 270, 272, 277, 518, 522]	[0, 6, 260, 517]	-1/4	1
9689899598652	6528610600728	0	138	false	2	16	6	[0, 5, 8, 12, 17, 25, 30, 265, 268, 272, 277, 280, 286, 520, 524, 529]	[2, 4, 8, 14, 258, 260]	3/2	1
9621181170436	6322453743368	1	101	false	2	14	6	[0, 4, 10, 18, 21, 258, 260, 264, 270, 272, 277, 512, 516, 522]	[0, 6, 8, 13, 266, 269]	-1/4	1
549940756492	5497810060800	1	1	true	2	9	4	[1, 4, 10, 258, 260, 266, 518, 770, 772]	[0, 5, 257, 261]	-3/2	4
9621180121884	6322452694808	1	101	false	2	14	6	[0, 4, 10, 18, 21, 258, 260, 264, 270, 272, 277, 512, 516, 522]	[0, 4, 9, 258, 260, 265]	-1	1
9621181170492	6322453743384	0	256	false	2	14	8	[0, 4, 9, 17, 22, 257, 260, 264, 269, 272, 278, 512, 516, 521]	[0, 5, 8, 14, 258, 260, 264, 270]	5/4	1
9415022740228	5600890849032	1	146	false	2	12	8	[0, 4, 10, 260, 264, 270, 272, 277, 517, 522, 530, 533]	[0, 6, 260, 266, 268, 273, 526, 529]	-1/8	1
9415022740284	5600890849048	0	323	false	2	12	10	[0, 4, 9, 260, 264, 269, 272, 278, 518, 521, 529, 534]	[0, 5, 260, 265, 268, 274, 518, 520, 524, 530]	1	1
9741423083552	2181961876480	0	11	true	2	13	3	[0, 4, 8, 13, 16, 20, 25, 260, 277, 280, 285, 518, 537]	[2, 6, 258]	2	1
9750030582384	2181964760184	0	119	false	2	21	3	[1, 4, 8, 12, 26, 29, 256, 260, 264, 269, 280, 284, 289, 514, 516, 520, 524, 529, 532, 536, 541]	[2, 6, 258]	2	1
9165728907264	2181843910656	0	1	true	2	10	2	[1, 5, 8, 13, 16, 21, 24, 30, 281, 286]	[2, 6]	1	1
9749895840320	2181897651304	1	111	false	2	19	2	[1, 4, 8, 12, 18, 20, 24, 30, 256, 262, 264, 270, 280, 284, 514, 522, 524, 537, 542]	[1, 5]	-1	1
9724125774448	2130357257336	0	35	true	2	16	2	[1, 4, 8, 12, 26, 29, 264, 269, 280, 284, 522, 524, 529, 532, 536, 541]	[2, 6]	1	1
9749896364656	2181897651320	0	316	false	2	20	2	[1, 4, 8, 12, 26, 29, 256, 260, 264, 269, 280, 284, 514, 516, 520, 524, 529, 532, 536, 541]	[2, 6]	1	1
9140093059136	2164766278720	1	1	true	2	11	3	[2, 4, 10, 12, 18, 22, 262, 278, 282, 516, 534]	[1, 5, 257]	-2	1
9749896102496	2181864095856	0	101	false	2	18	2	[1, 4, 8, 13, 16, 20, 24, 30, 258, 260, 273, 276, 280, 285, 518, 528, 532, 537]	[2, 6]	1	1
8899442245728	532579090496	1	1	true	2	10	2	[2, 4, 8, 14, 18, 257, 260, 266, 517, 520]	[1, 5]	-1	4
9724091171424	1030795296880	0	3	true	2	12	2	[0, 4, 9, 12, 18, 258, 269, 273, 514, 524, 528, 533]	[2, 6]	1	1
9724126298720	2181896864880	1	112	false	2	17	2	[2, 4, 8, 14, 16, 20, 26, 256, 260, 274, 276, 281, 514, 517, 528, 532, 538]	[1, 5]	-1	1
9749896102496	2181896864880	0	194	false	2	18	2	[1, 4, 8, 13, 16, 20, 24, 30, 256, 260, 273, 276, 282, 513, 518, 528, 532, 537]	[2, 6]	1	1
9749896102496	2181897651312	1	371	false	2	19	2	[1, 4, 8, 12, 18, 20, 24, 30, 258, 260, 264, 270, 280, 284, 518, 520, 524, 537, 542]	[1, 5]	-1	1
9621181301280	6511423128576	1	0	true	2	13	5	[1, 5, 258, 260, 518, 770, 772, 778, 1024, 1028, 1033, 1280, 1538]	[1, 4, 10, 261, 266]	0	1
9724260647520	6580144702576	1	133	false	2	22	1	[1, 5, 258, 260, 518, 770, 772, 778, 1024, 1028, 1033, 1280, 1538, 1792, 1798, 1800, 2048, 2052, 2056, 2306, 2309, 2314]	[1]	-1	1
9750030451296	6580144702576	0	439	false	2	23	1	[2, 4, 8, 12, 17, 20, 24, 29, 37, 42, 262, 264, 269, 280, 284, 289, 292, 298, 517, 520, 524, 538, 541]	[2]	1	1
9750030451296	6580145489008	1	1418	false	2	24	1	[1, 4, 8, 12, 18, 20, 24, 30, 38, 41, 258, 260, 264, 270, 280, 284, 290, 292, 297, 518, 520, 524, 537, 542]	[1]	-1	1
9200223125504	2181947720768	1	2	true	2	15	3	[1, 4, 8, 12, 18, 20, 26, 30, 260, 266, 270, 286, 290, 526, 542]	[1, 5, 257]	-2	1
9750029926980	6580144702560	0	283	false	2	21	2	[2, 4, 8, 12, 17, 20, 24, 29, 37, 42, 264, 269, 280, 284, 289, 292, 298, 521, 524, 538, 541]	[2, 6]	1	1
9724259992180	6528605095032	0	176	false	2	21	1	[1, 4, 8, 12, 26, 29, 264, 269, 280, 284, 289, 292, 298, 522, 524, 529, 532, 536, 541, 549, 554]	[2]	1	1
9741439861364	6580145226872	1	313	false	2	23	1	[1, 5, 258, 260, 518, 770, 772, 778, 1024, 1028, 1033, 1280, 1538, 1792, 1798, 1800, 2048, 2052, 2056, 2304, 2310, 2312, 2570]	[1]	-1	1
549940363888	5497809798232	1	1	true	2	9	4	[1, 4, 9, 258, 260, 266, 518, 770, 772]	[0, 5, 8, 14]	1/4	4
9689899598460	6528602211416	0	118	false	2	14	7	[0, 5, 8, 12, 17, 25, 30, 268, 272, 277, 280, 286, 526, 529]	[0, 6, 8, 12, 18, 268, 274]	5/4	1
9621181170300	6322445354104	0	155	false	2	12	9	[0, 4, 9, 17, 22, 260, 264, 269, 272, 278, 518, 521]	[0, 4, 8, 12, 18, 260, 265, 268, 274]	1	1
9621180253040	1941351958496	0	104	false	2	16	3	[1, 4, 8, 13, 16, 20, 26, 258, 260, 265, 277, 280, 513, 516, 520, 537]	[2, 6, 258]	2	1
9621180253040	1941452621792	1	202	false	2	17	3	[1, 4, 8, 14, 16, 20, 26, 256, 262, 274, 276, 280, 286, 514, 528, 532, 538]	[1, 5, 257]	-2	1
34545861488	17189832672	0	1	true	2	14	1	[1, 4, 8, 13, 16, 20, 26, 258, 262, 265, 276, 280, 534, 537]	[2]	1	1
9655541039984	1941452621792	0	238	false	2	18	3	[1, 4, 10, 258, 260, 264, 520, 777, 1024, 1029, 1032, 1280, 1284, 1288, 1537, 1540, 1545, 1797]	[2, 6, 258]	2	1
9655541039984	1941452883960	1	244	false	2	20	3	[2, 4, 8, 12, 18, 20, 24, 30, 258, 260, 264, 278, 280, 284, 290, 518, 521, 532, 536, 542]	[1, 5, 257]	-2	1
