p1	p2	turn	cost	sampled	components	large_size	small_size	core	pair	charge	separator
13048564941632	2181973149672	1	4071	false	2	24	3	[1, 4, 8, 12, 18, 20, 24, 28, 33, 256, 262, 264, 270, 278, 280, 284, 290, 514, 522, 524, 530, 532, 536, 542]	[1, 5, 257]	-2	2
13048565465968	2181973149688	0	5003	false	2	25	3	[1, 4, 8, 12, 17, 20, 24, 29, 256, 260, 264, 269, 277, 280, 284, 289, 514, 516, 520, 524, 529, 532, 536, 540, 546]	[2, 6, 258]	2	2
12214938370928	1889915111392	1	1	true	2	21	1	[1, 4, 8, 14, 16, 20, 26, 258, 260, 266, 274, 276, 280, 286, 513, 516, 520, 526, 534, 536, 541]	[1]	-1	2
12919311958880	2130432755680	1	1	true	2	18	1	[0, 4, 10, 12, 16, 22, 258, 262, 270, 272, 276, 282, 518, 522, 524, 528, 532, 537]	[1]	-1	2
13048162812784	2190562822112	0	133	false	2	24	1	[0, 4, 8, 12, 17, 20, 24, 28, 34, 258, 260, 264, 269, 277, 280, 284, 289, 518, 520, 524, 529, 532, 536, 541]	[2]	1	2
13048162812784	2194857920480	1	134	false	2	26	1	[1, 4, 8, 12, 18, 20, 24, 28, 32, 38, 258, 260, 264, 270, 278, 280, 284, 289, 294, 518, 520, 524, 530, 532, 536, 541]	[1]	-1	2
9638360384256	2096073541568	1	1	true	2	19	3	[5, 10, 18, 20, 24, 30, 257, 260, 266, 270, 278, 280, 284, 290, 526, 530, 532, 536, 542]	[1, 5, 257]	-2	2
9750030582640	2190562822112	0	184	false	2	23	3	[0, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 269, 277, 280, 284, 289, 518, 520, 524, 529, 532, 536, 541]	[2, 6, 258]	2	2
9750030582640	2194857920480	1	185	false	2	25	3	[2, 4, 8, 12, 16, 22, 24, 28, 34, 258, 261, 264, 268, 274, 282, 284, 288, 294, 521, 524, 528, 534, 536, 540, 546]	[1, 5, 257]	-2	2
13014204154688	2190561773536	1	2	true	2	22	3	[0, 4, 10, 12, 18, 20, 24, 28, 33, 257, 262, 270, 278, 280, 284, 290, 522, 524, 530, 532, 536, 542]	[1, 5, 257]	-2	2
12919714612080	2156203083744	1	9	true	2	22	3	[1, 4, 8, 12, 18, 22, 30, 34, 258, 260, 264, 270, 278, 282, 286, 518, 520, 524, 530, 532, 536, 541]	[1, 5, 257]	-2	2
9200241214320	1095346292704	1	87	true	2	24	3	[2, 4, 8, 12, 16, 22, 24, 30, 258, 261, 264, 268, 274, 282, 284, 290, 294, 521, 524, 528, 534, 536, 540, 546]	[1, 5, 257]	-2	2
12919714612064	2096073017312	0	1	true	2	18	3	[0, 4, 9, 12, 16, 21, 257, 261, 269, 272, 276, 281, 513, 521, 524, 528, 532, 538]	[2, 6, 258]	2	2
13048565465968	2194857920480	0	773	false	2	26	3	[1, 4, 8, 12, 16, 21, 24, 28, 32, 38, 257, 262, 264, 268, 273, 281, 284, 288, 293, 522, 524, 528, 533, 536, 540, 545]	[2, 6, 258]	2	2
13048565465968	2194858182648	1	5777	false	2	27	3	[1, 4, 8, 12, 18, 20, 24, 28, 32, 38, 258, 260, 264, 270, 278, 280, 284, 288, 294, 518, 520, 524, 530, 532, 536, 540, 546]	[1, 5, 257]	-2	2
9723805958240	481064649184	1	2	true	2	13	1	[0, 4, 10, 14, 258, 262, 270, 274, 513, 516, 522, 524, 529]	[1]	-1	2
9723856291680	2181905253344	1	70	true	2	18	1	[1, 4, 8, 14, 16, 20, 256, 260, 266, 274, 278, 514, 516, 520, 526, 528, 532, 538]	[1]	-1	2
8899173810960	481064649632	1	7	true	2	14	1	[0, 4, 10, 18, 21, 258, 262, 270, 272, 277, 518, 522, 524, 529]	[1]	-1	2
9723857864560	2181905777632	0	431	false	2	20	1	[1, 4, 8, 13, 16, 20, 25, 256, 260, 265, 273, 276, 280, 514, 516, 520, 525, 528, 532, 538]	[2]	1	2
9723857866608	2181972889568	1	432	false	2	22	1	[0, 4, 8, 12, 18, 20, 24, 29, 258, 260, 264, 270, 278, 280, 284, 518, 520, 524, 530, 532, 536, 542]	[1]	-1	2
9070987708224	1030854018016	1	1	true	2	15	1	[1, 4, 8, 14, 16, 22, 258, 260, 266, 274, 278, 518, 520, 526, 530]	[1]	-1	2
13022392223552	2181905777632	0	127	false	2	20	1	[1, 4, 8, 13, 16, 20, 24, 30, 257, 260, 265, 273, 276, 280, 517, 520, 525, 528, 532, 538]	[2]	1	2
13022392225600	2181972889568	1	128	false	2	22	1	[0, 4, 8, 12, 18, 20, 26, 258, 260, 264, 270, 278, 280, 286, 513, 516, 520, 524, 530, 532, 536, 542]	[1]	-1	2
9070989281136	962134541280	0	6	true	2	16	1	[2, 4, 8, 13, 16, 20, 26, 257, 260, 265, 273, 276, 282, 517, 520, 525]	[2]	1	2
13022392749936	2181972889568	0	865	false	2	23	1	[0, 4, 8, 12, 17, 20, 24, 30, 257, 260, 264, 269, 277, 280, 284, 514, 516, 520, 524, 529, 532, 536, 541]	[2]	1	2
13022392749936	2181973151736	1	866	false	2	25	1	[0, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 270, 278, 280, 284, 290, 513, 516, 520, 524, 530, 532, 536, 542]	[1]	-1	2
9723807007488	532602683648	0	4	true	2	12	1	[1, 4, 8, 13, 16, 22, 257, 260, 273, 277, 528, 534]	[2]	1	1
9723857863472	2181870126848	0	164	false	2	17	1	[1, 4, 8, 13, 16, 20, 25, 256, 260, 273, 276, 282, 514, 518, 528, 532, 537]	[2]	1	1
9723857863472	2181970790144	1	243	false	2	18	1	[1, 4, 10, 257, 260, 264, 520, 778, 1024, 1030, 1032, 1280, 1284, 1288, 1538, 1540, 1546, 1798]	[1]	-1	1
9749627929392	2181970790144	0	287	false	2	20	1	[2, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 277, 280, 284, 289, 518, 522, 532, 536, 541]	[2]	1	1
9655088055152	1941351958496	1	150	false	2	16	1	[1, 4, 8, 14, 16, 20, 26, 256, 260, 274, 278, 514, 517, 528, 532, 538]	[1]	-1	1
9620777599856	1941351958496	1	116	false	2	16	1	[1, 4, 8, 14, 16, 20, 26, 256, 262, 274, 276, 281, 514, 528, 532, 538]	[1]	-1	1
9655138386800	1941351958496	0	342	false	2	17	1	[1, 4, 8, 13, 16, 20, 26, 258, 260, 265, 276, 280, 513, 516, 520, 534, 537]	[2]	1	1
8830504141680	109053920	0	1	true	2	13	1	[2, 4, 8, 13, 16, 20, 25, 262, 273, 278, 280, 285, 518]	[2]	1	1
9655138386800	1941452621792	1	407	false	2	18	1	[1, 4, 8, 14, 16, 20, 26, 256, 260, 274, 276, 280, 286, 514, 517, 528, 532, 538]	[1]	-1	1
9680908452720	1941452621792	0	484	false	2	20	1	[2, 4, 10, 20, 24, 29, 258, 260, 264, 277, 280, 284, 289, 518, 520, 524, 529, 532, 536, 541]	[2]	1	1
9749627929456	2181972887520	1	855	false	2	23	1	[1, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 270, 278, 280, 284, 290, 517, 520, 524, 530, 532, 536, 542]	[1]	-1	2
9749627932528	2181972889568	0	857	false	2	24	1	[0, 4, 8, 12, 17, 20, 24, 30, 257, 260, 264, 269, 277, 280, 284, 290, 517, 520, 524, 529, 532, 536, 540, 546]	[2]	1	2
8924976908096	1632149963744	1	2	true	2	20	1	[1, 4, 8, 12, 18, 22, 30, 257, 262, 264, 270, 278, 282, 284, 522, 524, 530, 532, 536, 541]	[1]	-1	2
9079561650544	2130348868576	1	2	true	2	18	1	[1, 5, 261, 265, 518, 520, 770, 774, 776, 1026, 1034, 1280, 1286, 1288, 1538, 1546, 1794, 1798]	[1]	-1	2
9629335290224	2061646169056	0	5	true	2	18	1	[1, 4, 8, 13, 30, 257, 260, 265, 273, 276, 282, 286, 517, 520, 525, 528, 532, 538]	[2]	1	2
9749594374512	2181905777632	0	115	false	2	21	1	[1, 4, 8, 13, 16, 20, 24, 30, 257, 260, 265, 273, 276, 280, 286, 517, 520, 525, 528, 532, 538]	[2]	1	2
9749594374512	2181906039800	1	116	false	2	22	1	[1, 4, 8, 12, 18, 20, 24, 30, 256, 260, 264, 270, 278, 280, 286, 514, 516, 520, 524, 530, 532, 538]	[1]	-1	2
9620777075824	481064649440	0	4	true	2	15	1	[2, 4, 8, 13, 21, 26, 261, 265, 273, 276, 282, 521, 525, 528, 534]	[2]	1	2
9741037209456	2181905777632	0	152	false	2	20	1	[0, 4, 8, 13, 16, 20, 25, 257, 260, 265, 273, 276, 280, 514, 516, 520, 525, 528, 532, 538]	[2]	1	2
9741037209456	2181905777656	1	153	false	2	21	1	[1, 4, 8, 14, 16, 20, 24, 30, 256, 260, 266, 274, 276, 282, 514, 516, 520, 526, 528, 532, 536]	[1]	-1	2
9740985827440	498241372608	0	7	true	2	13	1	[0, 6, 8, 13, 16, 22, 273, 277, 514, 518, 520, 525, 529]	[2]	1	3
9749577597040	1700835885536	0	1	true	2	18	1	[1, 4, 10, 18, 20, 24, 30, 261, 265, 273, 276, 280, 286, 521, 525, 528, 532, 538]	[2]	1	1
9749577597040	2181872222688	1	119	false	2	19	1	[1, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 270, 278, 282, 517, 520, 524, 530, 534]	[1]	-1	2
9749611151472	2181905777120	0	122	false	2	20	1	[1, 4, 8, 13, 16, 20, 24, 30, 256, 261, 265, 273, 276, 280, 286, 521, 525, 528, 532, 538]	[2]	1	2
9715249840192	2181904466368	1	2	true	2	16	1	[1, 4, 10, 12, 18, 20, 24, 30, 256, 270, 278, 282, 284, 524, 530, 534]	[1]	-1	2
9749611151472	2181906039288	1	192	false	2	21	1	[1, 4, 8, 12, 18, 20, 24, 30, 256, 260, 264, 270, 278, 282, 284, 514, 516, 520, 524, 530, 534]	[1]	-1	2
9629367796848	2147546039008	1	8	true	2	20	1	[1, 4, 10, 258, 260, 264, 518, 520, 770, 778, 1024, 1030, 1034, 1280, 1286, 1537, 1540, 1546, 1797, 1801]	[1]	-1	2
8924977432432	1632149963744	0	46	true	2	21	1	[1, 4, 10, 261, 264, 513, 517, 520, 769, 777, 1024, 1029, 1032, 1280, 1284, 1288, 1536, 1540, 1546, 1794, 1798]	[2]	1	2
9749627930384	2181905777568	0	125	false	2	21	1	[1, 4, 8, 13, 16, 20, 24, 30, 256, 260, 265, 273, 276, 280, 286, 514, 516, 520, 525, 533, 538]	[2]	1	2
9749627930384	2181906039736	1	126	false	2	22	1	[1, 4, 8, 12, 18, 20, 24, 30, 256, 260, 264, 270, 278, 280, 284, 514, 516, 522, 530, 532, 536, 541]	[1]	-1	2
9646498381936	1013624340960	0	10	true	2	16	1	[0, 4, 9, 17, 20, 26, 261, 269, 272, 276, 282, 517, 521, 524, 528, 534]	[2]	1	2
8907764007792	1855454184416	0	6	true	2	18	1	[1, 5, 13, 16, 22, 30, 261, 265, 273, 276, 282, 286, 516, 520, 525, 528, 532, 538]	[2]	1	2
9749627930480	2181906039800	0	916	false	2	23	1	[1, 4, 8, 12, 17, 20, 24, 30, 256, 260, 264, 269, 277, 280, 284, 514, 516, 520, 524, 529, 532, 536, 541]	[2]	1	2
9749627932528	2181973151736	1	1774	false	2	25	1	[0, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 270, 278, 280, 284, 288, 518, 520, 524, 530, 532, 536, 540, 545]	[1]	-1	2
13048162289472	2181906039784	0	292	false	2	23	1	[1, 4, 10, 261, 264, 513, 516, 520, 768, 773, 776, 1025, 1033, 1280, 1285, 1288, 1536, 1540, 1544, 1794, 1796, 1800, 2058]	[2]	1	2
13048162291520	2181973151720	1	330	false	2	25	1	[0, 4, 8, 12, 18, 20, 26, 34, 258, 260, 264, 270, 278, 280, 286, 288, 513, 516, 520, 524, 530, 532, 536, 540, 545]	[1]	-1	2
13048129257840	2181972888544	0	246	false	2	24	1	[1, 5, 10, 261, 264, 513, 516, 520, 768, 773, 776, 1025, 1033, 1280, 1285, 1288, 1536, 1540, 1544, 1794, 1796, 1800, 2054, 2058]	[2]	1	2
13048129257840	2181973150712	1	247	true	2	25	1	[1, 4, 8, 12, 18, 20, 24, 28, 33, 256, 260, 264, 270, 278, 280, 286, 290, 514, 516, 520, 524, 530, 532, 538, 546]	[1]	-1	2
9070987707248	824760600544	1	1	true	2	14	1	[1, 4, 8, 14, 16, 20, 26, 262, 274, 276, 282, 286, 528, 534]	[1]	-1	1
13039572091760	2181972887520	1	235	false	2	22	1	[0, 4, 8, 14, 16, 20, 24, 29, 258, 260, 266, 274, 276, 280, 286, 513, 516, 520, 526, 528, 532, 538]	[1]	-1	2
13039572094832	2181972889568	0	236	false	2	23	1	[0, 4, 8, 12, 17, 20, 24, 30, 257, 260, 264, 269, 277, 280, 285, 514, 516, 520, 524, 529, 532, 536, 540]	[2]	1	2
12988032485232	2164725908472	1	49	true	2	21	1	[1, 4, 8, 12, 18, 20, 26, 260, 264, 270, 278, 280, 286, 517, 520, 524, 530, 532, 536, 540, 546]	[1]	-1	2
12919311959808	2061646169024	0	5	true	2	15	1	[2, 4, 8, 12, 17, 260, 264, 269, 277, 281, 518, 520, 524, 529, 533]	[2]	1	3
12936476098656	2113185776064	1	5	true	2	16	1	[0, 6, 14, 16, 20, 24, 29, 260, 266, 274, 278, 280, 517, 520, 526, 530]	[1]	-1	2
13039572092784	2181905777656	0	246	false	2	22	1	[1, 4, 8, 12, 17, 20, 24, 30, 261, 264, 269, 277, 280, 284, 516, 520, 524, 529, 532, 536, 540, 546]	[2]	1	2
13039572094832	2181972889592	1	483	false	2	24	1	[0, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 270, 278, 280, 286, 513, 516, 520, 524, 530, 532, 536, 540]	[1]	-1	2
9620761346144	2096005906880	1	1	true	2	14	1	[1, 4, 10, 14, 256, 262, 270, 274, 276, 514, 522, 524, 528, 534]	[1]	-1	2
12988032747376	2164726170616	0	120	false	2	22	1	[1, 4, 8, 12, 17, 20, 24, 30, 256, 261, 264, 269, 277, 280, 284, 521, 524, 529, 532, 536, 540, 546]	[2]	1	2
12988032749424	2164793282552	1	123	false	2	24	1	[0, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 270, 278, 280, 286, 288, 513, 516, 520, 524, 530, 532, 538]	[1]	-1	2
9105348494144	841840329184	0	3	true	2	13	1	[1, 4, 10, 256, 261, 264, 521, 776, 1026, 1028, 1033, 1281, 1285]	[2]	1	1
9131119084400	841940994016	0	115	false	2	19	1	[2, 4, 10, 20, 25, 258, 260, 264, 277, 280, 285, 289, 518, 520, 524, 529, 532, 536, 541]	[2]	1	1
8924943352128	120262754784	0	1	true	2	12	1	[0, 5, 8, 13, 265, 268, 273, 278, 520, 524, 528, 534]	[2]	1	3
8924960129856	120380196832	1	111	false	2	17	1	[1, 4, 8, 12, 257, 262, 264, 270, 280, 286, 290, 522, 524, 530, 532, 536, 542]	[1]	-1	1
8924960654192	120380196832	0	259	false	2	18	1	[2, 4, 8, 12, 258, 260, 264, 269, 280, 285, 289, 518, 520, 524, 529, 532, 536, 541]	[2]	1	1
9199838561136	1082461259744	1	412	false	2	22	1	[1, 4, 8, 12, 18, 20, 26, 257, 260, 264, 270, 278, 280, 286, 290, 517, 520, 524, 530, 532, 536, 542]	[1]	-1	2
9199838564208	1082461261792	0	413	false	2	23	1	[0, 4, 8, 12, 17, 20, 24, 30, 257, 261, 264, 269, 277, 280, 284, 290, 521, 524, 529, 532, 536, 540, 546]	[2]	1	2
9199838564208	1082461523960	1	489	false	2	24	1	[0, 4, 8, 12, 18, 20, 24, 28, 34, 258, 262, 264, 270, 278, 280, 284, 288, 522, 524, 530, 532, 536, 540, 545]	[1]	-1	2
13048144986112	2181906039256	1	1	true	2	21	1	[1, 4, 8, 12, 18, 20, 24, 28, 33, 256, 260, 266, 270, 278, 282, 284, 514, 518, 526, 530, 534]	[1]	-1	2
13048146034800	2181906039288	0	156	false	2	22	1	[1, 4, 8, 12, 17, 21, 256, 260, 264, 269, 277, 281, 284, 514, 516, 520, 524, 529, 532, 536, 540, 546]	[2]	1	2
13048146036848	2181973151224	1	158	false	2	25	1	[0, 6, 9, 258, 260, 264, 518, 520, 770, 774, 776, 1026, 1034, 1280, 1286, 1288, 1536, 1540, 1544, 1792, 1796, 1800, 2050, 2052, 2057]	[1]	-1	2
927714510896	481062553088	0	1	true	2	13	1	[1, 5, 22, 26, 261, 265, 276, 282, 518, 520, 525, 528, 534]	[2]	1	1
3152507833136	2181937237760	0	146	false	2	20	1	[0, 5, 8, 12, 26, 30, 257, 265, 269, 280, 284, 290, 517, 520, 524, 529, 532, 536, 540, 546]	[2]	1	1
858995034992	1941351956960	0	57	true	2	15	1	[1, 4, 8, 22, 25, 261, 265, 276, 280, 518, 520, 525, 528, 532, 538]	[2]	1	1
858995034992	1941351958496	1	148	false	2	16	1	[1, 4, 8, 14, 16, 20, 26, 256, 260, 274, 278, 514, 517, 528, 532, 538]	[1]	-1	1
884765100912	1941351958496	0	150	false	2	18	1	[1, 4, 8, 13, 16, 20, 26, 261, 265, 276, 280, 286, 513, 516, 520, 534, 536, 542]	[2]	1	1
3083788356464	1941419069408	0	226	false	2	20	1	[0, 5, 8, 12, 17, 20, 24, 30, 257, 265, 269, 280, 284, 290, 517, 520, 524, 538, 540, 546]	[2]	1	1
128850856816	120279533536	0	2	true	2	16	1	[1, 4, 8, 13, 16, 20, 26, 261, 273, 276, 280, 286, 528, 532, 536, 542]	[2]	1	1
8591772528	19924960	0	1	true	2	13	1	[1, 4, 8, 13, 16, 20, 26, 261, 273, 276, 282, 286, 542]	[2]	1	1
3152507833200	2181939335136	1	624	false	2	23	1	[0, 6, 8, 12, 18, 20, 24, 29, 258, 266, 270, 278, 280, 284, 289, 518, 520, 524, 530, 532, 536, 540, 545]	[1]	-1	2
13048162815760	2181973151672	1	109	false	2	25	1	[0, 4, 8, 12, 18, 26, 28, 34, 258, 260, 264, 270, 278, 280, 284, 288, 513, 516, 520, 524, 530, 532, 536, 540, 545]	[1]	-1	2
12403867124080	1941435844576	1	110	false	2	18	1	[1, 4, 8, 14, 16, 22, 26, 256, 260, 274, 282, 286, 514, 517, 528, 534, 536, 541]	[1]	-1	1
9070970929520	824643160032	1	5	true	2	11	1	[1, 4, 8, 14, 16, 22, 26, 262, 274, 528, 534]	[1]	-1	1
12429637190000	1941435844576	0	173	false	2	20	1	[2, 4, 9, 12, 26, 28, 34, 257, 261, 269, 280, 284, 290, 517, 521, 524, 529, 532, 536, 542]	[2]	1	1
12498356666736	2181956110304	1	250	false	2	23	1	[1, 4, 8, 12, 18, 20, 26, 28, 33, 257, 260, 264, 270, 278, 286, 290, 517, 520, 524, 530, 532, 538, 542]	[1]	-1	2
12498356669808	2181956112352	0	251	false	2	24	1	[0, 4, 9, 12, 17, 20, 24, 30, 257, 261, 269, 277, 280, 284, 290, 514, 516, 521, 524, 529, 532, 536, 540, 546]	[2]	1	2
12498356669808	2181956374520	1	264	false	2	25	1	[0, 4, 10, 12, 18, 20, 24, 28, 34, 258, 262, 270, 278, 280, 284, 288, 513, 516, 522, 524, 530, 532, 536, 540, 545]	[1]	-1	2
13048162815856	2181973151736	0	5857	false	2	26	1	[0, 4, 8, 12, 17, 20, 24, 28, 33, 257, 260, 264, 269, 277, 280, 284, 288, 514, 516, 520, 524, 529, 532, 536, 540, 546]	[2]	1	2
13048162815856	2194858184696	1	5858	false	2	28	1	[0, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 270, 278, 280, 284, 288, 294, 513, 516, 520, 524, 530, 532, 536, 540, 544, 550]	[1]	-1	2
9724226441472	481064649632	0	10	true	2	13	4	[1, 4, 9, 17, 256, 261, 269, 272, 514, 516, 521, 524, 530]	[2, 6, 262, 266]	2	2
9621130449728	412345172960	0	11	true	2	12	4	[0, 4, 9, 12, 17, 257, 261, 269, 272, 514, 516, 521]	[2, 6, 262, 266]	2	2
8899609499456	1632149963744	1	28	true	2	18	4	[1, 4, 8, 14, 16, 22, 256, 262, 266, 274, 276, 282, 514, 522, 526, 528, 532, 538]	[1, 5, 261, 265]	-2	2
9724259997504	2181905777632	0	271	false	2	19	4	[1, 4, 8, 13, 16, 20, 25, 256, 260, 265, 273, 276, 281, 514, 516, 520, 525, 528, 533]	[2, 6, 262, 266]	2	2
9724226965872	2181905777632	0	119	false	2	19	4	[1, 4, 8, 13, 16, 20, 25, 256, 260, 265, 273, 276, 281, 514, 516, 520, 525, 528, 533]	[2, 6, 262, 266]	2	2
9724226965872	2181972888544	1	120	true	2	21	4	[1, 4, 8, 14, 16, 22, 30, 256, 260, 266, 274, 276, 282, 286, 514, 516, 520, 526, 528, 532, 538]	[1, 5, 261, 265]	-2	2
8899625752320	1907027870656	1	2	true	2	17	4	[1, 4, 8, 14, 18, 256, 260, 266, 274, 278, 280, 514, 518, 526, 528, 532, 538]	[1, 5, 261, 265]	-2	2
9621130973296	412345172448	0	1	true	2	13	4	[2, 4, 8, 13, 17, 258, 260, 265, 273, 277, 525, 528, 534]	[2, 6, 262, 266]	2	2
9724243742832	2181905777120	0	150	false	2	18	4	[1, 4, 8, 13, 16, 20, 25, 256, 260, 265, 273, 277, 280, 514, 516, 520, 525, 529]	[2, 6, 262, 266]	2	2
9071457472832	1030854018016	1	1	true	2	14	5	[2, 4, 10, 12, 18, 258, 262, 270, 272, 278, 518, 522, 524, 530]	[1, 5, 261, 265, 517]	-3	2
378092392512	481039482976	0	1	true	2	8	2	[0, 5, 8, 14, 265, 268, 520, 525]	[2, 6]	1	4
12095148004416	1855487738592	1	2	true	2	13	7	[1, 5, 261, 265, 513, 517, 768, 772, 777, 1026, 1028, 1034, 1286]	[2, 4, 10, 258, 262, 518, 522]	3	2
9174538260848	1082394149856	0	124	false	2	18	5	[1, 4, 8, 13, 16, 21, 256, 260, 265, 273, 276, 281, 514, 516, 520, 525, 528, 533]	[2, 6, 262, 266, 518]	3	2
9724225916928	532588003520	0	10	true	2	13	4	[1, 4, 8, 13, 16, 22, 256, 261, 265, 273, 278, 521, 525]	[2, 6, 262, 266]	2	2
9724225392640	2181861212160	0	1	true	2	9	4	[1, 4, 8, 13, 16, 20, 25, 260, 277]	[2, 6, 262, 266]	2	1
13022760800512	2181872223168	0	187	false	2	17	4	[1, 4, 8, 13, 16, 20, 24, 30, 256, 261, 265, 273, 276, 521, 525, 528, 533]	[2, 6, 262, 266]	2	2
13022626054496	2181871698912	1	18	true	2	17	2	[1, 4, 8, 12, 18, 20, 24, 30, 264, 270, 278, 282, 522, 524, 530, 532, 536]	[1, 5]	-1	2
13022760276320	2181871698912	0	161	false	2	17	4	[1, 4, 8, 13, 16, 20, 24, 30, 261, 265, 273, 276, 516, 520, 525, 528, 533]	[2, 6, 262, 266]	2	2
11098665259360	1632149439456	1	1	true	2	16	6	[2, 4, 8, 14, 18, 26, 262, 266, 274, 278, 282, 516, 520, 526, 528, 534]	[1, 5, 261, 265, 513, 517]	-3	2
13022828957712	2181905777312	1	29	true	2	22	1	[1, 4, 10, 258, 260, 264, 518, 520, 778, 1030, 1032, 1282, 1284, 1288, 1542, 1544, 1797, 1801, 2049, 2053, 2309, 2313]	[2]	1	1
3676694909040	2130348868320	1	38	true	2	19	1	[1, 4, 8, 14, 33, 257, 260, 266, 274, 282, 285, 289, 517, 520, 526, 528, 534, 536, 541]	[2]	1	1
9071375159664	412328395744	0	12	true	2	12	4	[1, 4, 9, 12, 16, 22, 261, 269, 272, 278, 516, 521]	[2, 6, 262, 266]	2	2
11820237066496	463885304768	0	8	true	2	14	6	[1, 4, 9, 13, 256, 261, 269, 273, 276, 514, 516, 521, 529, 533]	[2, 6, 262, 266, 514, 518]	3	2
9071390889984	1048000856256	1	3	true	2	12	5	[2, 4, 10, 14, 22, 256, 262, 270, 274, 276, 522, 526]	[1, 5, 261, 265, 521]	-3	2
9174537214720	1082427703744	0	167	false	2	15	6	[1, 4, 8, 13, 16, 21, 256, 261, 265, 273, 276, 521, 525, 528, 534]	[2, 4, 258, 262, 518, 522]	5/2	2
9174536689408	1082393625504	1	8	true	2	16	5	[1, 4, 8, 14, 22, 258, 260, 266, 274, 278, 518, 520, 526, 528, 532, 538]	[1, 5, 261, 265, 517]	-3	2
9723856289792	481064648704	0	1	true	2	10	1	[1, 5, 13, 16, 22, 258, 260, 265, 268, 274]	[2]	1	1
13022793827072	2181871698368	0	162	false	2	17	3	[1, 4, 8, 13, 16, 20, 24, 30, 261, 265, 273, 276, 282, 521, 525, 528, 534]	[2, 6, 258]	2	2
13022793827072	2181871699904	1	253	true	2	18	3	[1, 4, 8, 12, 18, 20, 24, 30, 261, 264, 270, 278, 282, 518, 520, 524, 530, 534]	[1, 5, 257]	-2	2
13022391176960	2181871699904	1	112	false	2	19	1	[1, 4, 8, 12, 18, 20, 24, 30, 261, 264, 270, 278, 282, 513, 516, 520, 524, 530, 534]	[1]	-1	2
9724258950144	257701185216	0	2	true	2	11	8	[2, 6, 22, 262, 266, 274, 278, 517, 520, 526, 530]	[1, 4, 8, 13, 261, 265, 513, 517]	-3	1
4123336383488	1511828489344	0	1	true	2	10	1	[1, 4, 10, 12, 18, 270, 278, 524, 530, 534]	[1]	-1	4
12473054793728	2130405492736	0	3	true	2	14	1	[2, 4, 9, 12, 17, 20, 26, 34, 277, 280, 286, 290, 537, 542]	[1]	-1	1
9071390360320	824759551936	1	6	true	2	11	3	[2, 6, 8, 12, 18, 266, 268, 274, 278, 520, 526]	[1, 5, 257]	-2	4
927897492480	206228688576	1	1	true	2	10	7	[1, 4, 8, 14, 257, 262, 265, 269, 525, 529]	[1, 4, 10, 258, 262, 518, 522]	2	4
9724124726784	532662979648	1	1	true	2	15	2	[2, 4, 8, 14, 16, 21, 262, 266, 276, 281, 286, 522, 533, 536, 542]	[1, 5]	-1	1
11820270100224	498311630784	1	134	false	2	21	1	[1, 5, 261, 265, 513, 516, 520, 773, 776, 1025, 1028, 1032, 1280, 1286, 1288, 1538, 1546, 1794, 1798, 1802, 2054]	[2]	1	2
9140176953088	962198507264	0	9	true	2	15	1	[1, 4, 9, 26, 261, 264, 269, 272, 278, 282, 516, 520, 524, 528, 534]	[2]	1	2
11098698817024	1632208161856	1	2	true	2	12	8	[1, 4, 8, 13, 258, 260, 264, 269, 273, 518, 521, 529]	[2, 4, 8, 14, 18, 262, 266, 522]	7/2	3
4123252492032	841821979584	0	7	true	2	12	1	[1, 5, 8, 12, 18, 265, 270, 278, 520, 524, 530, 534]	[1]	-1	4
12919781725952	2147545514944	1	421	false	2	21	1	[1, 5, 261, 265, 513, 517, 768, 772, 777, 1024, 1028, 1032, 1280, 1286, 1288, 1538, 1546, 1794, 1798, 1802, 2054]	[2]	1	2
11820136398848	498312151232	1	2	true	2	15	2	[1, 4, 261, 513, 516, 768, 774, 1026, 1034, 1282, 1286, 1290, 1542, 1794, 1796]	[1, 5]	-1	2
11923316281344	532655114432	0	11	true	2	13	7	[1, 4, 8, 13, 16, 22, 256, 261, 265, 273, 278, 521, 525]	[1, 4, 10, 258, 262, 518, 522]	2	2
3642199376128	2061659799936	1	1	true	2	9	1	[1, 4, 10, 12, 18, 256, 270, 524, 530]	[1]	-1	4
3298618771200	51551142848	1	7	true	2	11	3	[1, 4, 8, 14, 18, 261, 266, 274, 278, 534, 538]	[1, 5, 257]	-2	1
10995619598432	412345172448	0	1	true	2	10	7	[0, 4, 9, 13, 257, 261, 269, 273, 521, 525]	[2, 6, 262, 266, 514, 518, 774]	4	2
11888972795904	532603732352	0	1	true	2	12	7	[1, 5, 8, 13, 16, 22, 257, 265, 273, 277, 525, 529]	[2, 6, 262, 266, 514, 518, 774]	4	2
