h,w,mode,left,right,a,b,result,visits,memo,seconds
5,3,empty,1,1,32767,9367,1,2,469,1.1e-07
5,3,empty,1,2,32767,9395,1,2,470,1.5e-07
5,3,empty,1,3,32767,9399,1,2,471,1.4e-07
5,3,empty,1,4,32767,9619,1,2,472,1e-07
5,3,empty,1,5,32767,9623,1,2,473,1.1e-07
5,3,empty,1,6,32767,9651,1,2,474,1.3e-07
5,3,empty,1,7,32767,9655,1,2,475,1.1e-07
5,3,empty,1,8,32767,11411,1,2,476,1.21e-07
5,3,empty,1,9,32767,11415,1,2,477,1e-07
5,3,empty,1,10,32767,11443,1,2,478,6e-08
5,3,empty,1,11,32767,11447,1,2,479,7e-08
5,3,empty,1,12,32767,11667,1,2,480,1.11e-07
5,3,empty,1,13,32767,11671,1,2,481,1.61e-07
5,3,empty,1,14,32767,11699,1,2,482,1.1e-07
5,3,empty,1,15,32767,11703,1,2,483,1.1e-07
5,3,empty,1,16,32767,25747,1,2,484,1.31e-07
5,3,empty,1,17,32767,25751,1,2,485,9e-08
5,3,empty,1,18,32767,25779,1,2,486,9e-08
5,3,empty,1,19,32767,25783,1,2,487,9e-08
5,3,empty,1,20,32767,26003,1,2,488,8e-08
5,3,empty,1,21,32767,26007,1,2,489,5.31e-07
5,3,empty,1,22,32767,26035,1,2,490,1.51e-07
5,3,empty,1,23,32767,26039,1,2,491,1.7e-07
5,3,empty,1,24,32767,27795,1,2,492,2.5e-07
5,3,empty,1,25,32767,27799,1,2,493,1.11e-07
5,3,empty,1,26,32767,27827,1,2,494,1.51e-07
5,3,empty,1,27,32767,27831,1,2,495,1.51e-07
5,3,empty,1,28,32767,28051,1,2,496,1.1e-07
5,3,empty,1,29,32767,28055,1,2,497,1e-07
5,3,empty,1,30,32767,28083,1,2,498,2e-07
5,3,empty,1,31,32767,28087,1,2,499,1.31e-07
5,3,empty,2,0,32767,9370,1,40,520,1.973e-06
5,3,empty,2,1,32767,9374,1,34,540,2.964e-06
5,3,empty,2,2,32767,9402,1,118,599,9.675e-06
5,3,empty,2,3,32767,9406,1,14,605,5.31e-07
5,3,empty,2,4,32767,9626,1,75,642,2.905e-06
5,3,empty,2,5,32767,9630,1,44,666,1.663e-06
5,3,empty,2,6,32767,9658,1,68,690,2.123e-06
5,3,empty,2,7,32767,9662,1,14,695,4.71e-07
5,3,empty,2,8,32767,11418,1,70,727,3.455e-06
5,3,empty,2,9,32767,11422,1,61,761,3.565e-06
5,3,empty,2,10,32767,11450,1,219,858,9.364e-06
5,3,empty,2,11,32767,11454,1,15,864,5.61e-07
5,3,empty,2,12,32767,11674,1,42,877,2.584e-06
5,3,empty,2,13,32767,11678,1,32,888,1.061e-06
5,3,empty,2,14,32767,11706,1,59,904,1.713e-06
5,3,empty,2,15,32767,11710,1,14,908,6.11e-07
5,3,empty,2,16,32767,25754,1,53,933,2.243e-06
5,3,empty,2,17,32767,25758,1,47,958,5.598e-06
5,3,empty,2,18,32767,25786,1,161,1031,5.999e-06
5,3,empty,2,19,32767,25790,1,15,1037,6.41e-07
5,3,empty,2,20,32767,26010,1,108,1084,5.348e-06
5,3,empty,2,21,32767,26014,1,63,1115,3.7535e-05
5,3,empty,2,22,32767,26042,1,94,1146,2.724e-06
5,3,empty,2,23,32767,26046,1,15,1151,6.41e-07
5,3,empty,2,24,32767,27802,1,29,1160,1.102e-06
5,3,empty,2,25,32767,27806,1,35,1172,1.052e-06
5,3,empty,2,26,32767,27834,1,85,1197,2.755e-06
5,3,empty,2,27,32767,27838,1,14,1201,5e-07
5,3,empty,2,28,32767,28058,1,28,1208,7.91e-07
5,3,empty,2,29,32767,28062,1,28,1215,9.01e-07
5,3,empty,2,30,32767,28090,1,38,1223,8.71e-07
5,3,empty,2,31,32767,28094,1,14,1226,4e-07
5,3,empty,3,0,32767,9371,1,2,1227,1.4e-07
5,3,empty,3,1,32767,9375,1,2,1228,1.4e-07
5,3,empty,3,2,32767,9403,1,2,1229,1.4e-07
5,3,empty,3,3,32767,9407,1,2,1230,1.11e-07
5,3,empty,3,4,32767,9627,1,2,1231,1.31e-07
5,3,empty,3,5,32767,9631,1,2,1232,7e-08
5,3,empty,3,6,32767,9659,1,2,1233,1.4e-07
5,3,empty,3,7,32767,9663,1,2,1234,1.1e-07
5,3,empty,3,8,32767,11419,1,2,1235,1.31e-07
5,3,empty,3,9,32767,11423,1,2,1236,1e-07
5,3,empty,3,10,32767,11451,1,2,1237,1.3e-07
5,3,empty,3,11,32767,11455,1,2,1238,1.2e-07
5,3,empty,3,12,32767,11675,1,2,1239,6e-08
5,3,empty,3,13,32767,11679,1,2,1240,1.3e-07
5,3,empty,3,14,32767,11707,1,2,1241,8.1e-08
5,3,empty,3,15,32767,11711,1,2,1242,7e-08
5,3,empty,3,16,32767,25755,1,2,1243,1.3e-07
5,3,empty,3,17,32767,25759,1,2,1244,1.3e-07
5,3,empty,3,18,32767,25787,1,2,1245,8.1e-08
5,3,empty,3,19,32767,25791,1,2,1246,9e-08
5,3,empty,3,20,32767,26011,1,2,1247,1.4e-07
5,3,empty,3,21,32767,26015,1,2,1248,9.1e-08
5,3,empty,3,22,32767,26043,1,2,1249,1.1e-07
5,3,empty,3,23,32767,26047,1,2,1250,8e-08
5,3,empty,3,24,32767,27803,1,2,1251,1.8e-07
5,3,empty,3,25,32767,27807,1,2,1252,1.01e-07
5,3,empty,3,26,32767,27835,1,2,1253,9e-08
5,3,empty,3,27,32767,27839,1,2,1254,1e-07
5,3,empty,3,28,32767,28059,1,2,1255,9e-08
5,3,empty,3,29,32767,28063,1,2,1256,1.1e-07
5,3,empty,3,30,32767,28091,1,2,1257,1.1e-07
5,3,empty,3,31,32767,28095,1,2,1258,1e-07
5,3,empty,4,0,32767,9426,1,48,1284,1.713e-06
5,3,empty,4,1,32767,9430,1,23,1296,1.102e-06
5,3,empty,4,2,32767,9458,1,75,1333,2.894e-06
5,3,empty,4,3,32767,9462,1,13,1338,4.5e-07
5,3,empty,4,4,32767,9682,1,97,1390,5.117e-06
5,3,empty,4,5,32767,9686,1,25,1403,1.222e-06
5,3,empty,4,6,32767,9714,1,61,1425,1.903e-06
5,3,empty,4,7,32767,9718,1,14,1430,1.572e-06
5,3,empty,4,8,32767,11474,1,76,1468,2.904e-06
5,3,empty,4,9,32767,11478,1,28,1482,1.432e-06
5,3,empty,4,10,32767,11506,1,110,1529,5.068e-06
5,3,empty,4,11,32767,11510,1,14,1534,6.01e-07
5,3,empty,4,12,32767,11730,1,61,1556,1.993e-06
5,3,empty,4,13,32767,11734,1,23,1565,1.081e-06
5,3,empty,4,14,32767,11762,1,53,1580,1.322e-06
5,3,empty,4,15,32767,11766,1,14,1584,3.7e-07
5,3,empty,4,16,32767,25810,1,74,1623,4.316e-06
5,3,empty,4,17,32767,25814,1,30,1639,1.322e-06
5,3,empty,4,18,32767,25842,1,105,1686,5.047e-06
5,3,empty,4,19,32767,25846,1,14,1691,3.81e-07
5,3,empty,4,20,32767,26066,1,132,1754,4.917e-06
5,3,empty,4,21,32767,26070,1,27,1767,1.291e-06
5,3,empty,4,22,32767,26098,1,78,1793,4.066e-06
5,3,empty,4,23,32767,26102,1,15,1798,4.41e-07
5,3,empty,4,24,32767,27858,1,40,1810,1.291e-06
5,3,empty,4,25,32767,27862,1,25,1818,8.51e-07
5,3,empty,4,26,32767,27890,1,48,1831,1.142e-06
5,3,empty,4,27,32767,27894,1,13,1834,3.71e-07
5,3,empty,4,28,32767,28114,1,46,1846,1.332e-06
5,3,empty,4,29,32767,28118,1,23,1853,7.21e-07
5,3,empty,4,30,32767,28146,1,37,1861,2.063e-06
5,3,empty,4,31,32767,28150,1,14,1864,5e-07
5,3,empty,5,0,32767,9427,1,2,1865,1.2e-07
5,3,empty,5,1,32767,9431,1,2,1866,1.6e-07
5,3,empty,5,2,32767,9459,1,2,1867,1.8e-07
5,3,empty,5,3,32767,9463,1,2,1868,1e-07
5,3,empty,5,4,32767,9683,1,2,1869,1.4e-07
5,3,empty,5,5,32767,9687,1,2,1870,1.4e-07
5,3,empty,5,6,32767,9715,1,2,1871,9e-08
5,3,empty,5,7,32767,9719,1,2,1872,6e-08
5,3,empty,5,8,32767,11475,1,2,1873,8e-08
5,3,empty,5,9,32767,11479,1,2,1874,9e-08
5,3,empty,5,10,32767,11507,1,2,1875,8.1e-08
5,3,empty,5,11,32767,11511,1,2,1876,8e-08
5,3,empty,5,12,32767,11731,1,2,1877,7e-08
5,3,empty,5,13,32767,11735,1,2,1878,6e-08
5,3,empty,5,14,32767,11763,1,2,1879,9e-08
5,3,empty,5,15,32767,11767,1,2,1880,8.1e-08
5,3,empty,5,16,32767,25811,1,2,1881,1.3e-07
5,3,empty,5,17,32767,25815,1,2,1882,1.3e-07
5,3,empty,5,18,32767,25843,1,2,1883,9.1e-08
5,3,empty,5,19,32767,25847,1,2,1884,9e-08
5,3,empty,5,20,32767,26067,1,2,1885,7e-08
5,3,empty,5,21,32767,26071,1,2,1886,6e-08
5,3,empty,5,22,32767,26099,1,2,1887,1.4e-07
5,3,empty,5,23,32767,26103,1,2,1888,1.61e-07
5,3,empty,5,24,32767,27859,1,2,1889,1.1e-07
5,3,empty,5,25,32767,27863,1,2,1890,7e-08
5,3,empty,5,26,32767,27891,1,2,1891,7.1e-08
5,3,empty,5,27,32767,27895,1,2,1892,7e-08
5,3,empty,5,28,32767,28115,1,2,1893,1.1e-07
5,3,empty,5,29,32767,28119,1,2,1894,1.01e-07
5,3,empty,5,30,32767,28147,1,2,1895,6e-08
5,3,empty,5,31,32767,28151,1,2,1896,6e-08
5,3,empty,6,0,32767,9434,1,33,1908,1.182e-06
5,3,empty,6,1,32767,9438,1,20,1916,9.31e-07
5,3,empty,6,2,32767,9466,1,56,1935,1.742e-06
5,3,empty,6,3,32767,9470,1,13,1939,4.41e-07
5,3,empty,6,4,32767,9690,1,61,1961,3.145e-06
5,3,empty,6,5,32767,9694,1,24,1971,9.61e-07
5,3,empty,6,6,32767,9722,1,45,1983,1.292e-06
5,3,empty,6,7,32767,9726,1,14,1987,5e-07
5,3,empty,6,8,32767,11482,1,47,2002,1.612e-06
5,3,empty,6,9,32767,11486,1,22,2010,7.71e-07
5,3,empty,6,10,32767,11514,1,76,2033,3.605e-06
5,3,empty,6,11,32767,11518,1,14,2037,4.81e-07
5,3,empty,6,12,32767,11738,1,33,2045,1.101e-06
5,3,empty,6,13,32767,11742,1,22,2051,8.11e-07
5,3,empty,6,14,32767,11770,1,37,2059,1.081e-06
5,3,empty,6,15,32767,11774,1,14,2062,3.9e-07
5,3,empty,6,16,32767,25818,1,44,2077,1.623e-06
5,3,empty,6,17,32767,25822,1,22,2085,8.61e-07
5,3,empty,6,18,32767,25850,1,72,2108,2.524e-06
5,3,empty,6,19,32767,25854,1,14,2112,1.532e-06
5,3,empty,6,20,32767,26074,1,78,2138,2.634e-06
5,3,empty,6,21,32767,26078,1,26,2148,1.091e-06
5,3,empty,6,22,32767,26106,1,58,2163,1.903e-06
5,3,empty,6,23,32767,26110,1,15,2167,5.21e-07
5,3,empty,6,24,32767,27866,1,19,2171,4.8e-07
5,3,empty,6,25,32767,27870,1,20,2175,5.61e-07
5,3,empty,6,26,32767,27898,1,31,2182,7.71e-07
5,3,empty,6,27,32767,27902,1,13,2184,2.61e-07
5,3,empty,6,28,32767,28122,1,21,2188,5.91e-07
5,3,empty,6,29,32767,28126,1,22,2192,4.7e-07
5,3,empty,6,30,32767,28154,1,23,2196,5.41e-07
5,3,empty,6,31,32767,28158,1,14,2198,1.261e-06
5,3,empty,7,0,32767,9435,1,2,2199,1e-07
5,3,empty,7,1,32767,9439,1,2,2200,1.4e-07
5,3,empty,7,2,32767,9467,1,2,2201,1.2e-07
5,3,empty,7,3,32767,9471,1,2,2202,1.1e-07
5,3,empty,7,4,32767,9691,1,2,2203,1.31e-07
5,3,empty,7,5,32767,9695,1,2,2204,6e-08
5,3,empty,7,6,32767,9723,1,2,2205,7e-08
5,3,empty,7,7,32767,9727,1,2,2206,1.2e-07
5,3,empty,7,8,32767,11483,1,2,2207,8e-08
5,3,empty,7,9,32767,11487,1,2,2208,1.6e-07
5,3,empty,7,10,32767,11515,1,2,2209,9e-08
5,3,empty,7,11,32767,11519,1,2,2210,1.1e-07
5,3,empty,7,12,32767,11739,1,2,2211,8e-08
5,3,empty,7,13,32767,11743,1,2,2212,8e-08
5,3,empty,7,14,32767,11771,1,2,2213,1.2e-07
5,3,empty,7,15,32767,11775,1,2,2214,1.2e-07
5,3,empty,7,16,32767,25819,1,2,2215,7e-08
5,3,empty,7,17,32767,25823,1,2,2216,1.3e-07
5,3,empty,7,18,32767,25851,1,2,2217,1.1e-07
5,3,empty,7,19,32767,25855,1,2,2218,1e-07
5,3,empty,7,20,32767,26075,1,2,2219,7e-08
5,3,empty,7,21,32767,26079,1,2,2220,1.1e-07
5,3,empty,7,22,32767,26107,1,2,2221,9.1e-08
5,3,empty,7,23,32767,26111,1,2,2222,1.1e-07
5,3,empty,7,24,32767,27867,1,2,2223,7e-08
5,3,empty,7,25,32767,27871,1,2,2224,8e-08
5,3,empty,7,26,32767,27899,1,2,2225,9e-08
5,3,empty,7,27,32767,27903,1,2,2226,1.41e-07
5,3,empty,7,28,32767,28123,1,2,2227,1.01e-07
5,3,empty,7,29,32767,28127,1,2,2228,7e-08
5,3,empty,7,30,32767,28155,1,2,2229,9e-08
5,3,empty,7,31,32767,28159,1,2,2230,8e-08
5,3,empty,8,0,32767,9874,1,56,2261,2.544e-06
5,3,empty,8,1,32767,9878,1,29,2277,1.272e-06
5,3,empty,8,2,32767,9906,1,86,2317,5.468e-06
5,3,empty,8,3,32767,9910,1,13,2322,5.21e-07
5,3,empty,8,4,32767,10130,1,80,2362,7.6523e-05
5,3,empty,8,5,32767,10134,1,29,2375,1.432e-06
5,3,empty,8,6,32767,10162,1,47,2390,1.913e-06
5,3,empty,8,7,32767,10166,1,13,2394,4.9e-07
5,3,empty,8,8,32767,11922,1,105,2446,4.627e-06
5,3,empty,8,9,32767,11926,1,47,2470,2.084e-06
5,3,empty,8,10,32767,11954,1,165,2540,6.6e-06
5,3,empty,8,11,32767,11958,1,15,2546,6.61e-07
5,3,empty,8,12,32767,12178,1,62,2568,2.374e-06
5,3,empty,8,13,32767,12182,1,31,2579,1.132e-06
5,3,empty,8,14,32767,12210,1,54,2594,1.923e-06
5,3,empty,8,15,32767,12214,1,14,2598,6.11e-07
5,3,empty,8,16,32767,26258,1,69,2631,3.234e-06
5,3,empty,8,17,32767,26262,1,36,2649,1.623e-06
5,3,empty,8,18,32767,26290,1,103,2691,3.295e-06
5,3,empty,8,19,32767,26294,1,14,2696,5.01e-07
5,3,empty,8,20,32767,26514,1,99,2738,3.185e-06
5,3,empty,8,21,32767,26518,1,34,2752,1.312e-06
5,3,empty,8,22,32767,26546,1,56,2768,2.985e-06
5,3,empty,8,23,32767,26550,1,14,2772,4.2e-07
5,3,empty,8,24,32767,28306,1,53,2790,1.863e-06
5,3,empty,8,25,32767,28310,1,31,2801,1.122e-06
5,3,empty,8,26,32767,28338,1,75,2824,2.123e-06
5,3,empty,8,27,32767,28342,1,14,2828,4.61e-07
5,3,empty,8,28,32767,28562,1,45,2840,1.071e-06
5,3,empty,8,29,32767,28566,1,28,2848,6.71e-07
5,3,empty,8,30,32767,28594,1,37,2856,2.113e-06
5,3,empty,8,31,32767,28598,1,14,2859,3.3e-07
5,3,empty,9,0,32767,9875,1,2,2860,1.4e-07
5,3,empty,9,1,32767,9879,1,2,2861,1.3e-07
5,3,empty,9,2,32767,9907,1,2,2862,1.4e-07
5,3,empty,9,3,32767,9911,1,2,2863,1.9e-07
5,3,empty,9,4,32767,10131,1,2,2864,1.11e-07
5,3,empty,9,5,32767,10135,1,2,2865,7e-08
5,3,empty,9,6,32767,10163,1,2,2866,7e-08
5,3,empty,9,7,32767,10167,1,2,2867,7e-08
5,3,empty,9,8,32767,11923,1,2,2868,1e-07
5,3,empty,9,9,32767,11927,1,2,2869,1.5e-07
5,3,empty,9,10,32767,11955,1,2,2870,1.3e-07
5,3,empty,9,11,32767,11959,1,2,2871,8e-08
5,3,empty,9,12,32767,12179,1,2,2872,8e-08
5,3,empty,9,13,32767,12183,1,2,2873,7e-08
5,3,empty,9,14,32767,12211,1,2,2874,9e-08
5,3,empty,9,15,32767,12215,1,2,2875,9e-08
5,3,empty,9,16,32767,26259,1,2,2876,1e-07
5,3,empty,9,17,32767,26263,1,2,2877,9.1e-08
5,3,empty,9,18,32767,26291,1,2,2878,1e-07
5,3,empty,9,19,32767,26295,1,2,2879,1.2e-07
5,3,empty,9,20,32767,26515,1,2,2880,1e-07
5,3,empty,9,21,32767,26519,1,2,2881,8e-08
5,3,empty,9,22,32767,26547,1,2,2882,6e-08
5,3,empty,9,23,32767,26551,1,2,2883,6e-08
5,3,empty,9,24,32767,28307,1,2,2884,1.3e-07
5,3,empty,9,25,32767,28311,1,2,2885,1.3e-07
5,3,empty,9,26,32767,28339,1,2,2886,1.1e-07
5,3,empty,9,27,32767,28343,1,2,2887,7.1e-08
5,3,empty,9,28,32767,28563,1,2,2888,7e-08
5,3,empty,9,29,32767,28567,1,2,2889,7.1e-08
5,3,empty,9,30,32767,28595,1,2,2890,1.1e-07
5,3,empty,9,31,32767,28599,1,2,2891,9e-08
5,3,empty,10,0,32767,9882,1,63,2919,2.513e-06
5,3,empty,10,1,32767,9886,1,45,2942,3.365e-06
5,3,empty,10,2,32767,9914,1,197,3026,7.291e-06
5,3,empty,10,3,32767,9918,1,15,3032,5.2e-07
5,3,empty,10,4,32767,10138,1,110,3077,3.575e-06
5,3,empty,10,5,32767,10142,1,61,3108,5.218e-06
5,3,empty,10,6,32767,10170,1,101,3139,2.794e-06
5,3,empty,10,7,32767,10174,1,15,3144,5.4e-07
5,3,empty,10,8,32767,11930,1,118,3192,5.418e-06
5,3,empty,10,9,32767,11934,1,116,3251,4.346e-06
5,3,empty,10,10,32767,11962,1,474,3442,1.5863e-05
5,3,empty,10,11,32767,11966,1,17,3449,2.013e-06
5,3,empty,10,12,32767,12186,1,80,3473,2.194e-06
5,3,empty,10,13,32767,12190,1,45,3489,1.372e-06
5,3,empty,10,14,32767,12218,1,116,3520,2.864e-06
5,3,empty,10,15,32767,12222,1,16,3525,4.41e-07
5,3,empty,10,16,32767,26266,1,74,3554,3.696e-06
5,3,empty,10,17,32767,26270,1,70,3587,2.734e-06
5,3,empty,10,18,32767,26298,1,249,3684,8.863e-06
5,3,empty,10,19,32767,26302,1,16,3690,5.3e-07
5,3,empty,10,20,32767,26522,1,132,3737,4.887e-06
5,3,empty,10,21,32767,26526,1,229,3850,1.0946e-05
5,3,empty,10,22,32767,26554,1,113,3881,4.246e-06
5,3,empty,10,23,32767,26558,1,16,3886,5.01e-07
5,3,empty,10,24,32767,28314,1,54,3902,1.563e-06
5,3,empty,10,25,32767,28318,1,61,3923,2.073e-06
5,3,empty,10,26,32767,28346,1,174,3972,6.079e-06
5,3,empty,10,27,32767,28350,1,16,3977,5.11e-07
5,3,empty,10,28,32767,28570,1,54,3990,1.392e-06
5,3,empty,10,29,32767,28574,1,40,4001,1.172e-06
5,3,empty,10,30,32767,28602,1,75,4017,1.713e-06
5,3,empty,10,31,32767,28606,1,16,4021,4.41e-07
5,3,empty,11,0,32767,9883,1,2,4022,8e-08
5,3,empty,11,1,32767,9887,1,2,4023,7.1e-08
5,3,empty,11,2,32767,9915,1,2,4024,1.3e-07
5,3,empty,11,3,32767,9919,1,2,4025,1e-07
5,3,empty,11,4,32767,10139,1,2,4026,7e-08
5,3,empty,11,5,32767,10143,1,2,4027,6e-08
5,3,empty,11,6,32767,10171,1,2,4028,1.3e-07
5,3,empty,11,7,32767,10175,1,2,4029,1.1e-07
5,3,empty,11,8,32767,11931,1,2,4030,1.3e-07
5,3,empty,11,9,32767,11935,1,2,4031,1.71e-07
5,3,empty,11,10,32767,11963,1,2,4032,7e-08
5,3,empty,11,11,32767,11967,1,2,4033,9e-08
5,3,empty,11,12,32767,12187,1,2,4034,1e-07
5,3,empty,11,13,32767,12191,1,2,4035,1.2e-07
5,3,empty,11,14,32767,12219,1,2,4036,1.1e-07
5,3,empty,11,15,32767,12223,1,2,4037,1.6e-07
5,3,empty,11,16,32767,26267,1,2,4038,9e-08
5,3,empty,11,17,32767,26271,1,2,4039,9e-08
5,3,empty,11,18,32767,26299,1,2,4040,1.11e-07
5,3,empty,11,19,32767,26303,1,2,4041,1.2e-07
5,3,empty,11,20,32767,26523,1,2,4042,8e-08
5,3,empty,11,21,32767,26527,1,2,4043,8e-08
5,3,empty,11,22,32767,26555,1,2,4044,8e-08
5,3,empty,11,23,32767,26559,1,2,4045,9e-08
5,3,empty,11,24,32767,28315,1,2,4046,1.413e-06
5,3,empty,11,25,32767,28319,1,2,4047,1.21e-07
5,3,empty,11,26,32767,28347,1,2,4048,8e-08
5,3,empty,11,27,32767,28351,1,2,4049,8e-08
5,3,empty,11,28,32767,28571,1,2,4050,7e-08
5,3,empty,11,29,32767,28575,1,2,4051,7e-08
5,3,empty,11,30,32767,28603,1,2,4052,9e-08
5,3,empty,11,31,32767,28607,1,2,4053,9e-08
5,3,empty,12,0,32767,9938,1,31,4064,1.302e-06
5,3,empty,12,1,32767,9942,1,19,4071,7.61e-07
5,3,empty,12,2,32767,9970,1,42,4084,1.422e-06
5,3,empty,12,3,32767,9974,1,12,4087,6.41e-07
5,3,empty,12,4,32767,10194,1,54,4106,2.033e-06
5,3,empty,12,5,32767,10198,1,23,4115,8.61e-07
5,3,empty,12,6,32767,10226,1,33,4123,1.071e-06
5,3,empty,12,7,32767,10230,1,13,4126,4.7e-07
5,3,empty,12,8,32767,11986,1,55,4145,3.115e-06
5,3,empty,12,9,32767,11990,1,23,4154,9.71e-07
5,3,empty,12,10,32767,12018,1,76,4177,2.484e-06
5,3,empty,12,11,32767,12022,1,14,4181,5.61e-07
5,3,empty,12,12,32767,12242,1,41,4192,1.372e-06
5,3,empty,12,13,32767,12246,1,23,4199,7.31e-07
5,3,empty,12,14,32767,12274,1,37,4207,1.112e-06
5,3,empty,12,15,32767,12278,1,14,4210,4.91e-07
5,3,empty,12,16,32767,26322,1,36,4221,2.373e-06
5,3,empty,12,17,32767,26326,1,21,4228,7.91e-07
5,3,empty,12,18,32767,26354,1,48,4241,1.452e-06
5,3,empty,12,19,32767,26358,1,13,4244,2.5e-07
5,3,empty,12,20,32767,26578,1,62,4263,2.083e-06
5,3,empty,12,21,32767,26582,1,25,4272,8.42e-07
5,3,empty,12,22,32767,26610,1,37,4280,1.032e-06
5,3,empty,12,23,32767,26614,1,14,4283,3.41e-07
5,3,empty,12,24,32767,28370,1,26,4289,7.51e-07
5,3,empty,12,25,32767,28374,1,21,4294,5.51e-07
5,3,empty,12,26,32767,28402,1,31,4301,7.21e-07
5,3,empty,12,27,32767,28406,1,13,4303,2.584e-06
5,3,empty,12,28,32767,28626,1,29,4309,8.51e-07
5,3,empty,12,29,32767,28630,1,23,4314,5.91e-07
5,3,empty,12,30,32767,28658,1,23,4318,5.31e-07
5,3,empty,12,31,32767,28662,1,14,4320,3.8e-07
5,3,empty,13,0,32767,9939,1,2,4321,1.1e-07
5,3,empty,13,1,32767,9943,1,2,4322,1.4e-07
5,3,empty,13,2,32767,9971,1,2,4323,1e-07
5,3,empty,13,3,32767,9975,1,2,4324,1.01e-07
5,3,empty,13,4,32767,10195,1,2,4325,1.1e-07
5,3,empty,13,5,32767,10199,1,2,4326,1.1e-07
5,3,empty,13,6,32767,10227,1,2,4327,1.1e-07
5,3,empty,13,7,32767,10231,1,2,4328,8e-08
5,3,empty,13,8,32767,11987,1,2,4329,1.1e-07
5,3,empty,13,9,32767,11991,1,2,4330,9e-08
5,3,empty,13,10,32767,12019,1,2,4331,1.1e-07
5,3,empty,13,11,32767,12023,1,2,4332,1.3e-07
5,3,empty,13,12,32767,12243,1,2,4333,8e-08
5,3,empty,13,13,32767,12247,1,2,4334,7e-08
5,3,empty,13,14,32767,12275,1,2,4335,9e-08
5,3,empty,13,15,32767,12279,1,2,4336,1e-07
5,3,empty,13,16,32767,26323,1,2,4337,1.2e-07
5,3,empty,13,17,32767,26327,1,2,4338,1.2e-07
5,3,empty,13,18,32767,26355,1,2,4339,1e-07
5,3,empty,13,19,32767,26359,1,2,4340,9.1e-08
5,3,empty,13,20,32767,26579,1,2,4341,9e-08
5,3,empty,13,21,32767,26583,1,2,4342,6e-08
5,3,empty,13,22,32767,26611,1,2,4343,6e-08
5,3,empty,13,23,32767,26615,1,2,4344,6e-08
5,3,empty,13,24,32767,28371,1,2,4345,1.11e-07
5,3,empty,13,25,32767,28375,1,2,4346,1.1e-07
5,3,empty,13,26,32767,28403,1,2,4347,1.3e-07
5,3,empty,13,27,32767,28407,1,2,4348,1.2e-07
5,3,empty,13,28,32767,28627,1,2,4349,1.01e-07
5,3,empty,13,29,32767,28631,1,2,4350,1e-07
5,3,empty,13,30,32767,28659,1,2,4351,9e-08
5,3,empty,13,31,32767,28663,1,2,4352,1.71e-07
5,3,empty,14,0,32767,9946,1,29,4360,1.152e-06
5,3,empty,14,1,32767,9950,1,20,4366,8.71e-07
5,3,empty,14,2,32767,9978,1,48,4379,1.291e-06
5,3,empty,14,3,32767,9982,1,13,4382,4.31e-07
5,3,empty,14,4,32767,10202,1,53,4397,3.115e-06
5,3,empty,14,5,32767,10206,1,24,4405,7.11e-07
5,3,empty,14,6,32767,10234,1,37,4413,1.061e-06
5,3,empty,14,7,32767,10238,1,14,4416,4.3e-07
5,3,empty,14,8,32767,11994,1,54,4431,1.492e-06
5,3,empty,14,9,32767,11998,1,24,4439,8.71e-07
5,3,empty,14,10,32767,12026,1,86,4462,2.784e-06
