h,w,mode,left,right,a,b,result,visits,memo,seconds
5,2,empty,6,22,1023,572,1,8,572,2.61e-07
5,2,empty,6,23,1023,574,1,9,575,4.01e-07
5,2,empty,6,24,1023,660,1,6,577,2.21e-07
5,2,empty,6,25,1023,662,1,12,581,3.5e-07
5,2,empty,6,26,1023,668,1,7,583,1.8e-07
5,2,empty,6,27,1023,670,1,8,585,2.4e-07
5,2,empty,6,28,1023,692,1,7,587,1.71e-07
5,2,empty,6,29,1023,694,1,14,591,3.91e-07
5,2,empty,6,30,1023,700,1,8,593,2.21e-07
5,2,empty,6,31,1023,702,1,9,595,2.61e-07
5,2,empty,7,0,1023,21,1,2,596,1.01e-07
5,2,empty,7,1,1023,23,1,2,597,1.71e-07
5,2,empty,7,2,1023,29,1,2,598,1.1e-07
5,2,empty,7,3,1023,31,1,2,599,1.2e-07
5,2,empty,7,4,1023,53,1,2,600,1.4e-07
5,2,empty,7,5,1023,55,1,2,601,1.41e-07
5,2,empty,7,6,1023,61,1,2,602,1e-07
5,2,empty,7,7,1023,63,1,2,603,1.1e-07
5,2,empty,7,8,1023,149,1,2,604,1.4e-07
5,2,empty,7,9,1023,151,1,2,605,1.1e-07
5,2,empty,7,10,1023,157,1,2,606,1.01e-07
5,2,empty,7,11,1023,159,1,2,607,1.4e-07
5,2,empty,7,12,1023,181,1,2,608,1.2e-07
5,2,empty,7,13,1023,183,1,2,609,1.11e-07
5,2,empty,7,14,1023,189,1,2,610,1.11e-07
5,2,empty,7,15,1023,191,1,2,611,1.2e-07
5,2,empty,7,16,1023,533,1,2,612,1.4e-07
5,2,empty,7,17,1023,535,1,2,613,1e-07
5,2,empty,7,18,1023,541,1,2,614,8e-08
5,2,empty,7,19,1023,543,1,2,615,1.3e-07
5,2,empty,7,20,1023,565,1,2,616,9e-08
5,2,empty,7,21,1023,567,1,2,617,6e-08
5,2,empty,7,22,1023,573,1,2,618,8e-08
5,2,empty,7,23,1023,575,1,2,619,9e-08
5,2,empty,7,24,1023,661,1,2,620,1.2e-07
5,2,empty,7,25,1023,663,1,2,621,9e-08
5,2,empty,7,26,1023,669,1,2,622,9e-08
5,2,empty,7,27,1023,671,1,2,623,1.91e-07
5,2,empty,7,28,1023,693,1,2,624,7e-08
5,2,empty,7,29,1023,695,1,2,625,1.1e-07
5,2,empty,7,30,1023,701,1,2,626,9e-08
5,2,empty,7,31,1023,703,1,2,627,8e-08
5,2,empty,8,0,1023,64,1,3,629,1.9e-07
5,2,empty,8,1,1023,66,1,8,635,5.81e-07
5,2,empty,8,2,1023,72,1,7,640,3.61e-07
5,2,empty,8,3,1023,74,1,6,643,3.51e-07
5,2,empty,8,4,1023,96,1,7,648,3.51e-07
5,2,empty,8,5,1023,98,1,17,659,7.92e-07
5,2,empty,8,6,1023,104,1,6,662,2.41e-07
5,2,empty,8,7,1023,106,1,7,665,2.91e-07
5,2,empty,8,8,1023,192,1,4,667,1.51e-07
5,2,empty,8,9,1023,194,1,8,671,3.81e-07
5,2,empty,8,10,1023,200,1,8,675,3.81e-07
5,2,empty,8,11,1023,202,1,6,677,2.51e-07
5,2,empty,8,12,1023,224,1,5,679,2.11e-07
5,2,empty,8,13,1023,226,1,10,683,4.11e-07
5,2,empty,8,14,1023,232,1,6,685,1.6e-07
5,2,empty,8,15,1023,234,1,7,687,2.51e-07
5,2,empty,8,16,1023,576,1,8,693,3.51e-07
5,2,empty,8,17,1023,578,1,18,705,1.993e-06
5,2,empty,8,18,1023,584,1,12,713,6.51e-07
5,2,empty,8,19,1023,586,1,8,717,2.8e-07
5,2,empty,8,20,1023,608,1,13,725,6.51e-07
5,2,empty,8,21,1023,610,1,32,743,1.352e-06
5,2,empty,8,22,1023,616,1,8,747,2.4e-07
5,2,empty,8,23,1023,618,1,9,751,4.61e-07
5,2,empty,8,24,1023,704,1,5,753,1.5e-07
5,2,empty,8,25,1023,706,1,10,757,3.51e-07
5,2,empty,8,26,1023,712,1,10,761,4.11e-07
5,2,empty,8,27,1023,714,1,7,763,2.11e-07
5,2,empty,8,28,1023,736,1,6,765,1.5e-07
5,2,empty,8,29,1023,738,1,12,769,4.51e-07
5,2,empty,8,30,1023,744,1,7,771,1.91e-07
5,2,empty,8,31,1023,746,1,8,773,2.31e-07
5,2,empty,9,0,1023,65,1,2,774,1.2e-07
5,2,empty,9,1,1023,67,1,2,775,1.4e-07
5,2,empty,9,2,1023,73,1,2,776,1.1e-07
5,2,empty,9,3,1023,75,1,2,777,9e-08
5,2,empty,9,4,1023,97,1,2,778,1.41e-07
5,2,empty,9,5,1023,99,1,2,779,1.1e-07
5,2,empty,9,6,1023,105,1,2,780,9e-08
5,2,empty,9,7,1023,107,1,2,781,6e-08
5,2,empty,9,8,1023,193,1,2,782,1.4e-07
5,2,empty,9,9,1023,195,1,2,783,6e-08
5,2,empty,9,10,1023,201,1,2,784,1.242e-06
5,2,empty,9,11,1023,203,1,2,785,6e-08
5,2,empty,9,12,1023,225,1,2,786,1.7e-07
5,2,empty,9,13,1023,227,1,2,787,6e-08
5,2,empty,9,14,1023,233,1,2,788,1.7e-07
5,2,empty,9,15,1023,235,1,2,789,1.3e-07
5,2,empty,9,16,1023,577,1,2,790,6e-08
5,2,empty,9,17,1023,579,1,2,791,6e-08
5,2,empty,9,18,1023,585,1,2,792,1.5e-07
5,2,empty,9,19,1023,587,1,2,793,1.2e-07
5,2,empty,9,20,1023,609,1,2,794,1.1e-07
5,2,empty,9,21,1023,611,1,2,795,7.1e-08
5,2,empty,9,22,1023,617,1,2,796,8e-08
5,2,empty,9,23,1023,619,1,2,797,1.2e-07
5,2,empty,9,24,1023,705,1,2,798,8e-08
5,2,empty,9,25,1023,707,1,2,799,8e-08
5,2,empty,9,26,1023,713,1,2,800,1.4e-07
5,2,empty,9,27,1023,715,1,2,801,1.2e-07
5,2,empty,9,28,1023,737,1,2,802,1.21e-07
5,2,empty,9,29,1023,739,1,2,803,9e-08
5,2,empty,9,30,1023,745,1,2,804,1e-07
5,2,empty,9,31,1023,747,1,2,805,1e-07
5,2,empty,10,0,1023,68,1,6,809,3.41e-07
5,2,empty,10,1,1023,70,1,13,817,6.21e-07
5,2,empty,10,2,1023,76,1,6,820,2.5e-07
5,2,empty,10,3,1023,78,1,7,823,2.9e-07
5,2,empty,10,4,1023,100,1,9,828,3.81e-07
5,2,empty,10,5,1023,102,1,44,854,1.913e-06
5,2,empty,10,6,1023,108,1,7,857,2.3e-07
5,2,empty,10,7,1023,110,1,8,860,2.8e-07
5,2,empty,10,8,1023,196,1,5,862,2.3e-07
5,2,empty,10,9,1023,198,1,15,869,1.932e-06
5,2,empty,10,10,1023,204,1,6,871,2.11e-07
5,2,empty,10,11,1023,206,1,7,873,1.51e-07
5,2,empty,10,12,1023,228,1,6,875,1.6e-07
5,2,empty,10,13,1023,230,1,21,883,9.21e-07
5,2,empty,10,14,1023,236,1,7,885,1.8e-07
5,2,empty,10,15,1023,238,1,8,887,2.4e-07
5,2,empty,10,16,1023,580,1,12,894,6.71e-07
5,2,empty,10,17,1023,582,1,24,907,1.062e-06
5,2,empty,10,18,1023,588,1,8,911,3.1e-07
5,2,empty,10,19,1023,590,1,9,915,3.4e-07
5,2,empty,10,20,1023,612,1,16,923,6.01e-07
5,2,empty,10,21,1023,614,1,125,992,9.394e-06
5,2,empty,10,22,1023,620,1,9,996,3.01e-07
5,2,empty,10,23,1023,622,1,26,1011,1.402e-06
5,2,empty,10,24,1023,708,1,6,1013,2.4e-07
5,2,empty,10,25,1023,710,1,18,1020,7.91e-07
5,2,empty,10,26,1023,716,1,7,1022,2.9e-07
5,2,empty,10,27,1023,718,1,8,1024,3.1e-07
5,2,empty,10,28,1023,740,1,7,1026,2.7e-07
5,2,empty,10,29,1023,742,1,70,1055,4.296e-06
5,2,empty,10,30,1023,748,1,8,1057,2.91e-07
5,2,empty,10,31,1023,750,1,16,1064,6.81e-07
5,2,empty,11,0,1023,69,1,2,1065,1.7e-07
5,2,empty,11,1,1023,71,1,2,1066,1.4e-07
5,2,empty,11,2,1023,77,1,2,1067,1e-07
5,2,empty,11,3,1023,79,1,2,1068,1.41e-07
5,2,empty,11,4,1023,101,1,2,1069,1.1e-07
5,2,empty,11,5,1023,103,1,2,1070,8e-08
5,2,empty,11,6,1023,109,1,2,1071,1.3e-07
5,2,empty,11,7,1023,111,1,2,1072,1.31e-07
5,2,empty,11,8,1023,197,1,2,1073,9e-08
5,2,empty,11,9,1023,199,1,2,1074,1.5e-07
5,2,empty,11,10,1023,205,1,2,1075,9e-08
5,2,empty,11,11,1023,207,1,2,1076,1.71e-07
5,2,empty,11,12,1023,229,1,2,1077,1.21e-07
5,2,empty,11,13,1023,231,1,2,1078,1.4e-07
5,2,empty,11,14,1023,237,1,2,1079,1.3e-07
5,2,empty,11,15,1023,239,1,2,1080,9e-08
5,2,empty,11,16,1023,581,1,2,1081,6e-08
5,2,empty,11,17,1023,583,1,2,1082,2.4e-07
5,2,empty,11,18,1023,589,1,2,1083,9e-08
5,2,empty,11,19,1023,591,1,2,1084,1.11e-07
5,2,empty,11,20,1023,613,1,2,1085,1.31e-07
5,2,empty,11,21,1023,615,1,136,1150,2.1552e-05
5,2,empty,11,22,1023,621,1,2,1151,1.2e-07
5,2,empty,11,23,1023,623,1,152,1224,5.949e-06
5,2,empty,11,24,1023,709,1,2,1225,1.31e-07
5,2,empty,11,25,1023,711,1,2,1226,9e-08
5,2,empty,11,26,1023,717,1,2,1227,1.7e-07
5,2,empty,11,27,1023,719,1,2,1228,9e-08
5,2,empty,11,28,1023,741,1,2,1229,1.01e-07
5,2,empty,11,29,1023,743,1,51,1251,2.083e-06
5,2,empty,11,30,1023,749,1,2,1252,1.1e-07
5,2,empty,11,31,1023,751,1,73,1285,2.924e-06
5,2,empty,12,0,1023,80,1,4,1287,1.9e-07
5,2,empty,12,1,1023,82,1,8,1291,3.9e-07
5,2,empty,12,2,1023,88,1,6,1294,2.8e-07
5,2,empty,12,3,1023,90,1,6,1296,3.2e-07
5,2,empty,12,4,1023,112,1,5,1298,2e-07
5,2,empty,12,5,1023,114,1,10,1302,3.7e-07
5,2,empty,12,6,1023,120,1,6,1304,2.31e-07
5,2,empty,12,7,1023,122,1,7,1306,2.6e-07
5,2,empty,12,8,1023,208,1,5,1308,2.41e-07
5,2,empty,12,9,1023,210,1,10,1312,3.71e-07
5,2,empty,12,10,1023,216,1,7,1315,2.51e-07
5,2,empty,12,11,1023,218,1,7,1317,2.01e-07
5,2,empty,12,12,1023,240,1,6,1319,1.81e-07
5,2,empty,12,13,1023,242,1,12,1323,3.91e-07
5,2,empty,12,14,1023,248,1,7,1325,2.11e-07
5,2,empty,12,15,1023,250,1,8,1327,2.91e-07
5,2,empty,12,16,1023,592,1,8,1331,4.31e-07
5,2,empty,12,17,1023,594,1,15,1338,6.11e-07
5,2,empty,12,18,1023,600,1,8,1342,4.61e-07
5,2,empty,12,19,1023,602,1,8,1345,1.442e-06
5,2,empty,12,20,1023,624,1,10,1349,3.91e-07
5,2,empty,12,21,1023,626,1,18,1356,6.91e-07
5,2,empty,12,22,1023,632,1,8,1359,2.51e-07
5,2,empty,12,23,1023,634,1,9,1362,2.91e-07
5,2,empty,12,24,1023,720,1,6,1364,2.01e-07
5,2,empty,12,25,1023,722,1,12,1368,4.41e-07
5,2,empty,12,26,1023,728,1,8,1371,2.71e-07
5,2,empty,12,27,1023,730,1,8,1373,2.2e-07
5,2,empty,12,28,1023,752,1,7,1375,2.4e-07
5,2,empty,12,29,1023,754,1,14,1379,4.9e-07
5,2,empty,12,30,1023,760,1,8,1381,1.9e-07
5,2,empty,12,31,1023,762,1,9,1383,2.4e-07
5,2,empty,13,0,1023,81,1,2,1384,1.1e-07
5,2,empty,13,1,1023,83,1,2,1385,1.7e-07
5,2,empty,13,2,1023,89,1,2,1386,1.11e-07
5,2,empty,13,3,1023,91,1,2,1387,8e-08
5,2,empty,13,4,1023,113,1,2,1388,1.2e-07
5,2,empty,13,5,1023,115,1,2,1389,1.1e-07
5,2,empty,13,6,1023,121,1,2,1390,1e-07
5,2,empty,13,7,1023,123,1,2,1391,8.1e-08
5,2,empty,13,8,1023,209,1,2,1392,1.1e-07
5,2,empty,13,9,1023,211,1,2,1393,1e-07
5,2,empty,13,10,1023,217,1,2,1394,1.1e-07
5,2,empty,13,11,1023,219,1,2,1395,1.11e-07
5,2,empty,13,12,1023,241,1,2,1396,1.2e-07
5,2,empty,13,13,1023,243,1,2,1397,6e-08
5,2,empty,13,14,1023,249,1,2,1398,9e-08
5,2,empty,13,15,1023,251,1,2,1399,1.21e-07
5,2,empty,13,16,1023,593,1,2,1400,7e-08
5,2,empty,13,17,1023,595,1,2,1401,6e-08
5,2,empty,13,18,1023,601,1,2,1402,1.41e-07
5,2,empty,13,19,1023,603,1,2,1403,6e-08
5,2,empty,13,20,1023,625,1,2,1404,1e-07
5,2,empty,13,21,1023,627,1,2,1405,1.1e-07
5,2,empty,13,22,1023,633,1,2,1406,1.3e-07
5,2,empty,13,23,1023,635,1,2,1407,1e-07
5,2,empty,13,24,1023,721,1,2,1408,1.7e-07
5,2,empty,13,25,1023,723,1,2,1409,9e-08
5,2,empty,13,26,1023,729,1,2,1410,8e-08
5,2,empty,13,27,1023,731,1,2,1411,9e-08
5,2,empty,13,28,1023,753,1,2,1412,1.1e-07
5,2,empty,13,29,1023,755,1,2,1413,1.01e-07
5,2,empty,13,30,1023,761,1,2,1414,6e-08
5,2,empty,13,31,1023,763,1,2,1415,9e-08
5,2,empty,14,0,1023,84,1,5,1417,2.6e-07
5,2,empty,14,1,1023,86,1,10,1421,3.21e-07
5,2,empty,14,2,1023,92,1,6,1423,2.5e-07
5,2,empty,14,3,1023,94,1,7,1425,1.4e-07
5,2,empty,14,4,1023,116,1,6,1427,2.5e-07
5,2,empty,14,5,1023,118,1,12,1431,1.863e-06
5,2,empty,14,6,1023,124,1,7,1433,2.71e-07
5,2,empty,14,7,1023,126,1,8,1435,2.21e-07
5,2,empty,14,8,1023,212,1,6,1437,2.91e-07
5,2,empty,14,9,1023,214,1,12,1441,4.01e-07
5,2,empty,14,10,1023,220,1,7,1443,2.81e-07
5,2,empty,14,11,1023,222,1,8,1445,1.4e-07
5,2,empty,14,12,1023,244,1,7,1447,3.31e-07
5,2,empty,14,13,1023,246,1,14,1451,4.61e-07
5,2,empty,14,14,1023,252,1,8,1453,2.8e-07
5,2,empty,14,15,1023,254,1,9,1455,2.5e-07
5,2,empty,14,16,1023,596,1,10,1459,3.8e-07
5,2,empty,14,17,1023,598,1,18,1466,6.51e-07
5,2,empty,14,18,1023,604,1,8,1469,3.21e-07
5,2,empty,14,19,1023,606,1,9,1472,3.5e-07
5,2,empty,14,20,1023,628,1,12,1476,5e-07
5,2,empty,14,21,1023,630,1,39,1492,1.532e-06
5,2,empty,14,22,1023,636,1,9,1495,2.6e-07
5,2,empty,14,23,1023,638,1,29,1510,1.252e-06
5,2,empty,14,24,1023,724,1,7,1512,3.01e-07
5,2,empty,14,25,1023,726,1,14,1516,1.523e-06
5,2,empty,14,26,1023,732,1,8,1518,2.81e-07
5,2,empty,14,27,1023,734,1,9,1520,2.9e-07
5,2,empty,14,28,1023,756,1,8,1522,2.7e-07
5,2,empty,14,29,1023,758,1,41,1540,1.622e-06
5,2,empty,14,30,1023,764,1,9,1542,2.8e-07
5,2,empty,14,31,1023,766,1,29,1556,1.232e-06
5,2,empty,15,0,1023,85,1,2,1557,1e-07
5,2,empty,15,1,1023,87,1,2,1558,9e-08
